id,f1,f2,f3,f4,y1,y2,y3
57,26.42,22.33,29,20000.03815,0.03,-0.77,-21.6
58,26.37,22.35,29,20000.07629,0.01,-0.79,-24.14
59,26.48,22.3,29,19999.86649,0.03,-0.81,-23.21
60,26.51,22.35,29,20000.17166,0.05,-0.8,-23.18
61,26.45,22.28,29,19999.92371,0.06,-0.75,-23.2
62,26.47,22.31,29,19999.94278,0.04,-0.74,-23.27
63,26.46,22.36,29,19999.90463,0.05,-0.81,-23.48
64,26.49,22.38,29,19999.86649,0.03,-0.81,-23.74
65,26.53,22.36,29,19999.90463,0.03,-0.75,-24
66,26.57,22.35,29,19999.69482,0.07,-0.8,-23.34
67,26.52,22.27,29,20000.19073,0.02,-0.71,-24.81
68,26.55,22.34,29,20000.17166,0.06,-0.77,-24.24
69,26.63,22.35,29,20000.17166,0.03,-0.73,-24.47
70,26.62,22.37,29,19999.96185,0.03,-0.76,-24.56
71,26.58,22.31,29,19999.77112,0.04,-0.75,-24.58
72,26.62,22.36,29,20000.19073,0.02,-0.77,-24.61
73,26.62,22.31,29,20000.22888,0.05,-0.79,-24.58
74,26.63,22.33,29,20000.19073,0.04,-0.71,-24.57
75,26.63,22.37,29,19999.90463,0,-0.76,-24.58
76,26.63,22.34,29,19999.77112,0,-0.78,-23.56
77,26.67,22.33,29,20000.26703,0.01,-0.77,-25.16
78,26.71,22.33,29,19999.54224,0.03,-0.82,-25.17
79,26.68,22.42,29,20000.30518,0.01,-0.84,-25.18
80,26.7,22.32,29,19999.44687,0.04,-0.77,-25.22
81,26.73,22.37,29,20000.01907,-0.03,-0.73,-25.35
82,26.7,22.34,29,19999.98093,-0.02,-0.81,-25.64
83,26.68,22.37,29,19999.86649,-0.01,-0.77,-25.83
84,26.68,22.37,29,20000.01907,-0.01,-0.81,-26.03
85,26.74,22.41,29,19999.94278,0,-0.78,-25.38
86,26.74,22.33,29,19999.96185,0.01,-0.83,-26.5
87,26.74,22.36,29,19999.84741,-0.04,-0.78,-26.27
88,26.71,22.32,29,20000.19073,-0.04,-0.85,-26.28
89,26.78,22.33,29,20000.32425,-0.04,-0.8,-26.27
90,26.8,22.4,29,20000.03815,-0.02,-0.83,-26.26
91,26.75,22.32,29,19999.92371,-0.03,-0.86,-26.3
92,26.81,22.35,29,20000.15259,-0.04,-0.86,-26.34
93,26.76,22.33,29,19999.80927,-0.02,-0.89,-26.38
94,26.83,22.36,29,19999.75204,-0.04,-0.89,-26.61
95,26.75,22.28,29,19999.94278,-0.05,-0.84,-26.27
96,26.82,22.36,29,19999.98093,-0.1,-0.9,-26.93
97,26.83,22.33,29,20000.32425,-0.09,-0.86,-26.93
98,26.87,22.33,29,20000.13351,-0.12,-0.82,-26.94
99,26.89,22.3,29,20000,-0.14,-0.79,-27.13
100,26.85,22.34,29,20000.20981,-0.13,-0.87,-27.33
101,26.86,22.33,29,20000.07629,-0.19,-0.86,-27.65
102,26.84,22.37,29,19999.82834,-0.18,-0.8,-27.81
103,26.9,22.31,29,19999.75204,-0.16,-0.9,-27.86
104,26.89,22.33,29,19999.96185,-0.17,-0.84,-27.2
105,26.83,22.3,29,19999.96185,-0.17,-0.88,-26.78
106,26.89,22.33,29,20000.24796,-0.13,-0.87,-28.1
107,26.92,22.35,29,20000.41962,-0.17,-0.88,-28.11
108,26.9,22.35,29,20000.2861,-0.16,-0.88,-28.12
109,26.9,22.3,29,19999.92371,-0.17,-0.83,-28.12
110,26.94,22.33,29,20000.26703,-0.18,-0.95,-28.11
111,26.86,22.3,29,19999.59946,-0.11,-0.87,-28.11
112,26.91,22.37,29,20000.03815,-0.16,-0.91,-28.2
113,26.94,22.33,29,19999.65668,-0.15,-0.85,-28.43
114,26.93,22.35,29,19999.94278,-0.18,-0.91,-28.11
115,26.87,22.33,29,19999.94278,-0.2,-0.94,-28.9
116,26.85,22.35,29,19999.96185,-0.18,-0.88,-28.86
117,26.94,22.32,29,20000.13351,-0.17,-0.82,-28.87
118,26.91,22.43,29,19999.90463,-0.17,-0.83,-28.86
119,26.92,22.36,29,20000.34332,-0.19,-0.84,-28.93
120,27,22.35,29,20000.41962,-0.17,-0.92,-28.97
121,26.95,22.36,29,19999.54224,-0.22,-0.86,-29.14
122,26.99,22.34,29,20000.01907,-0.19,-0.85,-29.3
123,27,22.36,29,20000.47684,-0.17,-0.89,-29.12
124,26.98,22.33,29,20000.05722,-0.17,-0.91,-28.97
125,27,22.37,29,20000.05722,-0.16,-0.91,-29.45
126,26.99,22.35,29,20000.20981,-0.14,-0.84,-29.68
127,27,22.38,29,20000.03815,-0.2,-0.86,-29.95
128,27,22.33,29,20000.09537,-0.17,-1.01,-30.1
129,27,22.33,29,20000.05722,-0.2,-0.99,-30.15
130,27.04,22.31,29,20000.26703,-0.24,-1,-30.19
131,27.01,22.29,29,19999.84741,-0.2,-0.92,-30.17
132,27.01,22.33,29,20000,-0.19,-0.91,-30.14
133,27.1,22.32,29,19999.79019,-0.12,-0.89,-29.92
134,26.98,22.35,29,20000.22888,-0.18,-0.86,-30.08
135,27.05,22.36,29,19999.75204,-0.17,-0.93,-30.32
136,27.04,22.36,29,20000.19073,-0.14,-0.9,-30.53
137,27.03,22.31,29,20000.55313,-0.17,-0.9,-30.76
138,26.98,22.3,29,19999.94278,-0.19,-0.99,-30.93
139,27.03,22.34,30,19999.88556,-0.17,-0.9,-31.02
140,27.06,22.31,29,20000.05722,-0.14,-0.86,-31.05
141,27.07,22.32,29,20000.01907,-0.14,-0.89,-31.08
142,27.08,22.35,29,20000,-0.2,-0.96,-30.58
143,27.04,22.28,29,20000.09537,-0.21,-1.01,-30.14
144,27.04,22.37,29,19999.96185,-0.21,-0.91,-30.97
145,27.05,22.28,29,20000.01907,-0.16,-0.95,-31.25
146,27.05,22.36,29,19999.96185,-0.21,-0.87,-31.41
147,27.09,22.35,29,19999.92371,-0.16,-0.91,-31.54
148,27.08,22.37,29,20000.19073,-0.17,-0.93,-31.67
149,27.1,22.33,29,20000.3624,-0.24,-0.93,-31.75
150,27.09,22.35,30,19999.94278,-0.2,-0.97,-31.78
151,27.07,22.38,29,20000.09537,-0.22,-0.92,-31.77
152,27.07,22.34,30,19999.75204,-0.26,-0.97,-31.79
153,27.08,22.29,29,20000.09537,-0.23,-0.97,-31.76
154,27.09,22.37,30,19999.90463,-0.23,-0.89,-31.76
155,27.07,22.32,29,19999.84741,-0.23,-0.89,-31.79
156,27.16,22.31,30,19999.80927,-0.23,-0.91,-31.89
157,27.12,22.37,29,20000.20981,-0.22,-0.99,-32.09
158,27.13,22.34,29,19999.90463,-0.25,-1,-32.28
159,27.09,22.32,30,19999.92371,-0.17,-0.96,-32.53
160,27.16,22.31,29,20000.2861,-0.21,-1.01,-32.67
161,27.12,22.32,30,19999.69482,-0.14,-0.98,-31.88
162,27.2,22.36,30,19999.4278,-0.2,-1.02,-31.73
163,27.13,22.33,30,19999.7139,-0.21,-1.03,-32.54
164,27.1,22.36,30,20000.15259,-0.19,-0.86,-32.54
165,27.12,22.33,30,19999.82834,-0.18,-0.98,-32.53
166,27.18,22.31,30,20000.05722,-0.18,-0.96,-32.6
167,27.12,22.29,30,19999.90463,-0.21,-0.97,-32.65
168,27.12,22.28,30,20000.19073,-0.2,-0.98,-32.8
169,27.1,22.32,30,19999.88556,-0.16,-0.99,-33.06
170,27.12,22.4,30,20000.20981,-0.23,-0.97,-33.21
171,27.18,22.32,30,19999.94278,-0.18,-0.96,-32.61
172,27.18,22.3,30,20000.15259,-0.26,-1.02,-33.12
173,27.1,22.34,30,20000.15259,-0.22,-0.98,-33.12
174,27.13,22.33,30,19999.94278,-0.19,-1.04,-33.15
175,27.17,22.37,30,20000,-0.23,-0.91,-33.26
176,27.16,22.35,30,20000.01907,-0.22,-0.91,-33.47
177,27.24,22.33,30,19999.59946,-0.24,-1,-33.69
178,27.1,22.36,30,19999.6376,-0.23,-0.98,-33.87
179,27.22,22.36,30,19999.86649,-0.2,-0.96,-34.02
180,27.19,22.32,30,20000,-0.25,-0.95,-33.44
181,27.15,22.36,30,20000.13351,-0.21,-0.88,-33.31
182,27.19,22.37,30,19999.90463,-0.25,-0.98,-33.87
183,27.18,22.33,30,19999.90463,-0.23,-0.98,-33.93
184,27.25,22.34,30,20000.03815,-0.25,-0.99,-34.17
185,27.16,22.36,30,19999.96185,-0.21,-1.01,-34.4
186,27.16,22.41,30,19999.98093,-0.18,-0.98,-34.52
187,27.21,22.33,30,20000.03815,-0.18,-0.94,-34.56
188,27.26,22.37,30,20000.09537,-0.21,-0.94,-34.61
189,27.16,22.38,30,20000.05722,-0.19,-0.99,-34.6
190,27.22,22.37,30,20000.11444,-0.2,-0.99,-33.98
191,27.28,22.36,30,20000.07629,-0.21,-1,-34.33
192,27.21,22.3,30,20000.20981,-0.26,-1.07,-34.37
193,27.21,22.4,30,20000.41962,-0.17,-0.85,-34.4
194,27.21,22.34,30,20000.43869,-0.19,-1.08,-34.47
195,27.19,22.37,30,20000.22888,-0.2,-0.98,-34.79
196,27.21,22.34,30,19999.6376,-0.21,-0.89,-34.95
197,27.29,22.34,30,19999.10355,-0.21,-0.86,-35.15
198,27.29,22.3,30,20000.66757,-0.23,-0.99,-35.26
199,27.22,22.26,30,19999.6376,-0.2,-0.95,-34.78
200,27.2,22.41,30,19999.10355,-0.26,-0.89,-34.75
201,27.24,22.31,30,20000.26703,-0.2,-1.07,-35.25
202,27.28,22.33,30,20000.34332,-0.26,-1.07,-35.5
203,27.24,22.37,30,19999.3515,-0.22,-0.97,-35.56
204,27.28,22.32,30,20000.34332,-0.2,-1.05,-35.61
205,27.25,22.33,30,20000.15259,-0.21,-0.99,-35.65
206,27.26,22.35,30,19999.46594,-0.22,-0.91,-35.67
207,27.25,22.33,30,20000.09537,-0.25,-0.96,-35.67
208,27.3,22.39,30,20000.19073,-0.21,-0.96,-35.66
209,27.33,22.34,30,19999.98093,-0.22,-0.9,-35.61
210,27.29,22.33,30,20000,-0.23,-1.06,-35.94
211,27.3,22.34,30,20000.13351,-0.23,-1.06,-35.96
212,27.27,22.33,30,20000.01907,-0.21,-0.96,-35.98
213,27.28,22.33,30,19999.94278,-0.26,-0.98,-35.97
214,27.28,22.38,30,19999.86649,-0.21,-0.91,-35.99
215,27.27,22.33,30,19999.94278,-0.25,-0.98,-35.97
216,27.28,22.36,30,19999.82834,-0.24,-0.96,-35.99
217,27.33,22.34,30,19999.79019,-0.25,-0.89,-35.97
218,27.32,22.34,30,20000.43869,-0.25,-0.94,-35.97
219,27.33,22.35,30,19999.61853,-0.21,-1.04,-35.97
220,27.32,22.37,30,20000.22888,-0.24,-1,-36.28
221,27.36,22.36,30,19999.86649,-0.26,-0.96,-36.29
222,27.33,22.33,30,20000.22888,-0.24,-0.84,-36.26
223,27.35,22.34,30,20000.5722,-0.24,-0.89,-36.3
224,27.31,22.36,30,19999.23706,-0.28,-0.97,-36.32
225,27.36,22.34,30,19999.92371,-0.27,-0.97,-36.37
226,27.37,22.36,30,19999.48502,-0.25,-1.01,-36.43
227,27.33,22.31,30,20000.55313,-0.21,-0.89,-36.52
228,27.37,22.33,30,19999.59946,-0.23,-0.86,-36.26
229,27.35,22.33,30,19999.58038,-0.3,-1.06,-36.9
230,27.32,22.34,30,19999.44687,-0.25,-1.02,-37.08
231,27.35,22.31,30,19999.44687,-0.29,-1.1,-37.12
232,27.36,22.3,30,20000.38147,-0.26,-1.1,-37.18
233,27.27,22.38,30,20000.62943,-0.25,-1.05,-37.19
234,27.4,22.34,30,19999.3515,-0.29,-1.09,-37.2
235,27.39,22.37,30,19995.30792,-0.29,-1.03,-37.18
236,27.34,22.29,30,20004.21524,-0.25,-0.97,-37.17
237,27.3,22.4,30,19999.69482,-0.35,-0.98,-37.34
238,27.33,22.36,30,19995.38422,-0.29,-1.01,-37.46
239,27.35,22.26,30,20003.77655,-0.26,-0.96,-37.31
240,27.35,22.33,30,20001.39236,-0.27,-1.1,-37.46
241,27.37,22.34,30,19995.88013,-0.27,-1.09,-37.58
242,27.37,22.32,30,20002.30789,-0.27,-0.95,-37.73
243,27.4,22.35,30,20002.36511,-0.25,-1.1,-37.76
244,27.39,22.3,30,19996.64307,-0.24,-1,-37.84
245,27.35,22.36,30,20000.53406,-0.24,-1.02,-37.87
246,27.38,22.32,30,20002.78473,-0.26,-1.09,-37.87
247,27.31,22.36,30,19997.40601,-0.29,-0.98,-37.82
248,27.35,22.33,30,19998.76022,-0.24,-0.94,-37.96
249,27.39,22.32,30,20003.18527,-0.26,-0.91,-37.95
250,27.47,22.36,30,19998.62671,-0.25,-0.94,-37.97
251,27.33,22.34,30,19996.41418,-0.22,-0.96,-38.01
252,27.38,22.38,30,20003.87192,-0.25,-0.99,-37.99
253,27.38,22.36,30,19999.61853,-0.25,-0.95,-37.97
254,27.33,22.29,31,19995.80383,-0.3,-0.98,-38.01
255,27.36,22.33,30,20003.79562,-0.22,-0.94,-38.01
256,27.36,22.38,31,19999.75204,-0.23,-1.01,-37.98
257,27.37,22.34,30,19995.74661,-0.24,-1.07,-37.91
258,27.4,22.32,30,20003.58582,-0.26,-0.93,-38.55
259,27.37,22.32,30,19998.60764,-0.23,-0.93,-38.55
260,27.38,22.33,31,19997.86377,-0.19,-1.01,-38.61
261,27.38,22.36,31,20003.47137,-0.27,-0.97,-38.61
262,27.44,22.29,31,19997.65396,-0.22,-0.95,-38.6
263,27.42,22.33,31,20000.76294,-0.27,-1.03,-38.59
264,27.38,22.36,30,20003.0899,-0.19,-0.94,-38.6
265,27.45,22.37,31,19996.20438,-0.23,-1.08,-38.59
266,27.41,22.37,31,20002.97546,-0.2,-0.94,-38.32
267,27.41,22.33,31,20001.35422,-0.22,-1.01,-38.7
268,27.41,22.29,31,19995.19348,-0.25,-1.04,-38.71
269,27.47,22.37,30,20004.15802,-0.26,-1.08,-38.7
270,27.42,22.37,31,19998.85559,-0.25,-0.99,-38.69
271,27.37,22.32,31,19997.02454,-0.22,-0.99,-38.69
272,27.42,22.31,31,20003.47137,-0.23,-1.02,-38.72
273,27.43,22.29,31,19997.38693,-0.2,-1.01,-38.8
274,27.42,22.29,31,20001.04904,-0.22,-1.04,-38.91
275,27.42,22.36,30,20003.07083,-0.22,-0.93,-39.63
276,27.44,22.33,31,19996.58585,-0.16,-1.03,-39.68
277,27.44,22.35,31,20003.03268,-0.2,-1.05,-39.17
278,27.46,22.35,31,20001.43051,-0.17,-0.93,-39.2
279,27.47,22.37,31,19995.99457,-0.22,-1.04,-39.22
280,27.47,22.33,31,20003.54767,-0.16,-0.97,-39.21
281,27.43,22.37,30,19999.90463,-0.14,-0.98,-39.2
282,27.44,22.36,31,19995.91827,-0.2,-0.95,-39.2
283,27.43,22.37,31,20003.87192,-0.17,-0.97,-39.21
284,27.41,22.34,30,19998.66486,-0.14,-0.98,-39.22
285,27.47,22.28,31,19998.49319,-0.19,-0.98,-39.32
286,27.43,22.31,31,20003.01361,-0.21,-0.92,-39.45
287,27.49,22.34,31,19996.96732,-0.22,-1.09,-39.46
288,27.42,22.36,31,20002.21252,-0.22,-1.04,-39.59
289,27.45,22.36,31,20002.25067,-0.22,-0.98,-39.74
290,27.41,22.35,31,19995.6131,-0.18,-0.96,-39.86
291,27.47,22.31,31,20003.79562,-0.2,-0.93,-39.93
292,27.44,22.37,31,20001.14441,-0.27,-1.03,-40.02
293,27.44,22.38,31,19995.44144,-0.28,-0.97,-40.09
294,27.46,22.35,31,20003.8147,-0.21,-0.93,-40.13
295,27.44,22.39,31,19999.10355,-0.26,-0.94,-39.67
296,27.45,22.39,31,19996.52863,-0.22,-1.02,-40.09
297,27.46,22.39,31,20003.54767,-0.18,-0.96,-40.12
298,27.44,22.33,31,19998.22617,-0.19,-0.97,-40.32
299,27.49,22.4,31,19999.44687,-0.23,-0.92,-40.37
300,27.49,22.37,31,20003.12805,-0.24,-0.93,-40.37
301,27.48,22.37,31,19996.50955,-0.25,-0.97,-40.36
302,27.48,22.28,31,20000.15259,-0.19,-0.99,-40.41
303,27.5,22.35,31,20002.95639,-0.24,-0.99,-40.43
304,27.47,22.36,31,19996.68121,-0.16,-0.96,-40.17
305,27.46,22.36,31,20002.17438,-0.2,-1.08,-40.1
306,27.45,22.33,31,20002.89917,-0.18,-1.04,-40.5
307,27.52,22.35,31,19995.82291,-0.19,-1.07,-40.65
308,27.48,22.33,31,20001.71661,-0.17,-0.99,-40.69
309,27.5,22.4,31,20002.19345,-0.16,-1.09,-40.7
310,27.45,22.3,31,19996.31882,-0.14,-0.98,-40.72
311,27.5,22.34,31,20001.9455,-0.18,-0.94,-40.72
312,27.55,22.36,31,20003.1662,-0.22,-1.07,-40.76
313,27.49,22.35,31,19997.38693,-0.2,-0.91,-40.74
314,27.46,22.37,31,19999.65668,-0.22,-1.06,-40.42
315,27.54,22.42,31,20003.28064,-0.2,-0.96,-40.8
316,27.49,22.29,31,19998.18802,-0.18,-1,-40.84
317,27.51,22.37,31,19996.20438,-0.19,-0.99,-40.88
318,27.53,22.35,31,20003.68118,-0.21,-1.06,-40.96
319,27.49,22.33,31,19999.54224,-0.27,-0.97,-41.03
320,27.48,22.37,31,19995.76569,-0.25,-1.03,-41.11
321,27.49,22.34,31,20003.56674,-0.2,-0.99,-41.22
322,27.51,22.35,31,19999.94278,-0.24,-1.05,-41.24
323,27.49,22.39,31,19995.76569,-0.25,-1.04,-41.27
324,27.47,22.33,31,20004.08173,-0.27,-1.06,-41.3
325,27.46,22.41,31,20000.43869,-0.19,-1.05,-40.99
326,27.53,22.36,31,19995.34607,-0.28,-0.98,-40.99
327,27.47,22.38,31,20003.37601,-0.23,-0.98,-40.97
328,27.48,22.34,31,20001.50681,-0.24,-1,-41.01
329,27.53,22.35,31,19996.24252,-0.2,-0.99,-40.99
330,27.47,22.36,31,20000.32425,-0.25,-1.02,-41.03
331,27.5,22.4,31,20003.22342,-0.25,-1.01,-41.08
332,27.47,22.36,31,19997.67303,-0.25,-1.02,-41.14
333,27.49,22.34,31,19996.96732,-0.24,-0.93,-40.95
334,27.52,22.39,31,20004.11987,-0.23,-1.04,-41.15
335,27.48,22.34,31,20000.68665,-0.28,-1.03,-41.39
336,27.57,22.35,31,19995.47958,-0.28,-1.02,-41.5
337,27.5,22.35,31,20001.92642,-0.18,-0.96,-41.65
338,27.54,22.36,31,20003.37601,-0.25,-1.04,-41.74
339,27.5,22.36,31,19997.86377,-0.25,-0.99,-41.83
340,27.53,22.33,31,19997.06268,-0.23,-1.01,-41.87
341,27.58,22.29,31,20004.23431,-0.2,-0.99,-41.91
342,27.48,22.37,31,19998.47412,-0.23,-1,-41.9
343,27.57,22.31,31,19995.28885,-0.2,-0.97,-41.97
344,27.53,22.36,31,20004.17709,-0.26,-0.94,-41.87
345,27.55,22.3,31,20000.47684,-0.16,-0.95,-41.86
346,27.58,22.33,31,19994.88831,-0.2,-0.99,-41.86
347,27.58,22.35,31,20003.41415,-0.23,-1.03,-41.85
348,27.55,22.37,31,20001.85013,-0.26,-1.02,-41.87
349,27.55,22.4,31,19996.64307,-0.19,-0.95,-41.85
350,27.56,22.41,31,20001.18256,-0.23,-0.98,-41.86
351,27.5,22.4,31,20003.10898,-0.21,-0.96,-41.89
352,27.53,22.39,31,19998.09265,-0.19,-0.93,-41.92
353,27.52,22.34,31,19995.40329,-0.21,-0.98,-41.95
354,27.55,22.35,31,20003.98636,-0.23,-0.99,-41.95
355,27.61,22.36,31,20000.19073,-0.22,-1.03,-41.97
356,27.52,22.31,31,19995.42236,-0.18,-0.97,-42.01
357,27.53,22.37,31,20003.50952,-0.21,-1.02,-42.02
358,27.53,22.35,31,20001.27792,-0.21,-1.01,-42.06
359,27.59,22.36,31,19995.51773,-0.16,-0.98,-42.11
360,27.53,22.33,31,20003.58582,-0.25,-0.98,-42.16
361,27.61,22.34,31,20002.2316,-0.17,-0.99,-42.01
362,27.55,22.36,31,19996.29974,-0.23,-0.96,-41.95
363,27.58,22.34,31,20001.33514,-0.2,-0.98,-42.26
364,27.53,22.41,31,20003.12805,-0.19,-0.98,-42.29
365,27.59,22.4,31,19997.86377,-0.25,-0.98,-42.28
366,27.51,22.37,31,19997.97821,-0.21,-0.98,-42.29
367,27.59,22.34,31,20003.64304,-0.21,-1.01,-42.37
368,27.58,22.37,31,19998.68393,-0.19,-0.95,-42.35
369,27.61,22.37,31,19996.56677,-0.17,-0.95,-42.39
370,27.56,22.36,31,20003.8147,-0.19,-0.98,-42.45
371,27.6,22.32,31,20000.26703,-0.22,-0.98,-42.31
372,27.6,22.32,31,19995.42236,-0.23,-0.95,-42.53
373,27.59,22.39,31,20003.54767,-0.21,-0.95,-42.54
374,27.59,22.36,31,20001.8692,-0.2,-1,-42.55
375,27.51,22.31,31,19995.86105,-0.24,-1,-42.59
376,27.57,22.34,31,20002.00272,-0.17,-0.97,-42.58
377,27.59,22.39,31,20002.74658,-0.24,-0.92,-42.63
378,27.6,22.32,31,19995.97549,-0.24,-1,-42.72
379,27.61,22.33,32,20001.96457,-0.24,-0.98,-42.73
380,27.61,22.3,31,20002.59399,-0.18,-0.9,-42.74
381,27.59,22.37,31,19995.63217,-0.19,-0.91,-42.82
382,27.58,22.34,32,20003.26157,-0.24,-0.95,-42.99
383,27.63,22.36,32,20002.1553,-0.25,-1.04,-43.06
384,27.62,22.34,31,19995.09811,-0.22,-0.98,-43.15
385,27.56,22.35,31,20004.23431,-0.2,-0.9,-43.21
386,27.64,22.34,31,19999.67575,-0.25,-0.88,-43.31
387,27.56,22.35,31,19996.49048,-0.22,-0.98,-43.32
388,27.54,22.36,32,20003.71933,-0.15,-0.9,-43.46
389,27.6,22.37,31,19997.08176,-0.2,-0.99,-43.49
390,27.6,22.33,31,20000.95367,-0.19,-0.97,-43.53
391,27.62,22.38,32,20002.07901,-0.23,-0.91,-43.54
392,27.62,22.33,31,19995.38422,-0.21,-0.9,-43.54
393,27.59,22.33,31,20003.41415,-0.22,-0.95,-43.57
394,27.59,22.37,32,20000.5722,-0.2,-0.97,-43.57
395,27.61,22.36,32,19994.9646,-0.21,-1,-43.6
396,27.59,22.44,32,20004.53949,-0.16,-0.94,-43.61
397,27.58,22.31,32,19998.28339,-0.21,-0.96,-43.62
398,27.65,22.34,32,19998.68393,-0.25,-1,-43.62
399,27.62,22.27,32,20002.99454,-0.18,-0.91,-43.1
400,27.61,22.39,31,19996.03271,-0.23,-0.96,-42.55
401,27.67,22.33,32,20003.79562,-0.23,-0.93,-43.37
402,27.66,22.35,32,20000.6485,-0.19,-0.9,-43.41
403,27.59,22.35,32,19995.07904,-0.16,-0.97,-43.42
404,27.65,22.38,32,20003.83377,-0.24,-0.95,-43.47
405,27.63,22.36,32,19997.04361,-0.2,-0.96,-43.55
406,27.57,22.36,32,20000.3624,-0.2,-0.93,-43.65
407,27.59,22.36,32,20003.12805,-0.22,-0.96,-43.71
408,27.63,22.37,32,19995.59402,-0.27,-0.96,-43.77
409,27.61,22.35,32,20004.25339,-0.27,-0.98,-44.13
410,27.64,22.34,32,19999.98093,-0.24,-0.93,-44.12
411,27.67,22.34,32,19995.30792,-0.31,-0.96,-44.13
412,27.66,22.35,31,20004.15802,-0.29,-0.94,-44.15
413,27.6,22.35,32,19997.63489,-0.25,-0.99,-44.17
414,27.61,22.33,32,20000.61035,-0.2,-0.95,-44.17
415,27.65,22.32,32,20002.78473,-0.26,-0.98,-44.2
416,27.64,22.37,32,19996.01364,-0.28,-0.99,-44.21
417,27.59,22.33,32,20003.91006,-0.25,-0.89,-44.21
418,27.68,22.35,32,20000.47684,-0.26,-0.95,-44.2
419,27.62,22.32,32,19995.5368,-0.26,-0.95,-44.18
420,27.62,22.32,32,20003.92914,-0.23,-0.93,-44.09
421,27.66,22.36,32,19997.52045,-0.22,-0.87,-44.09
422,27.63,22.34,31,20001.48773,-0.19,-0.93,-44.12
423,27.62,22.37,32,20002.70844,-0.19,-0.89,-44.13
424,27.68,22.39,31,19995.5368,-0.24,-0.9,-44.12
425,27.64,22.39,32,20003.85284,-0.25,-0.85,-44.13
426,27.64,22.36,32,19999.21799,-0.19,-0.93,-44.16
