id,f1,f2,f3,f4,y1,y2,y3
58,26.01,21.77,28,19999.79019,-0.0899999999999999,-1.03,-26.26
59,26.01,21.75,28,20000.15259,-0.0700000000000003,-0.91,-25.35
60,26.04,21.74,28,19999.82834,-0.19,-0.99,-25.26
61,26.03,21.75,28,20000.03815,-0.12,-0.95,-25.31
62,26.04,21.71,28,19999.98093,-0.13,-1,-25.29
63,26.09,21.7,28,20000.13351,-0.13,-1.06,-25.27
64,26.09,21.75,28,20000.03815,-0.14,-0.96,-25.29
65,26.09,21.76,28,20000.05722,-0.149999999999999,-0.96,-27.44
66,26.12,21.72,28,19999.65668,-0.0800000000000001,-1.06,-27.44
67,26.08,21.73,28,19999.96185,-0.0999999999999996,-1.11,-26.79
68,26.09,21.76,28,20000.03815,-0.2,-1.06,-26.24
69,26.11,21.72,28,20000.07629,-0.0999999999999996,-0.99,-26.13
70,26.13,21.76,28,19999.88556,-0.109999999999999,-1.02,-26.33
71,26.12,21.76,28,20000.11444,-0.0899999999999999,-1.07,-26.37
72,26.19,21.74,28,20000.05722,-0.109999999999999,-1.04,-26.36
73,26.16,21.73,28,19999.65668,-0.149999999999999,-1.07,-26.37
74,26.21,21.8,28,20000.03815,-0.12,-1.01,-28.97
75,26.18,21.75,28,19999.92371,-0.109999999999999,-1.03,-28.98
76,26.24,21.73,28,20000.24796,-0.12,-1.01,-28.96
77,26.22,21.78,29,19999.92371,-0.17,-1.05,-27.17
78,26.27,21.72,28,20000.38147,-0.149999999999999,-1.08,-26.95
79,26.25,21.71,28,19999.94278,-0.21,-1.06,-26.94
80,26.26,21.75,28,19999.94278,-0.12,-1.06,-26.96
81,26.27,21.76,29,19999.90463,-0.14,-1.06,-26.92
82,26.25,21.72,28,20000.01907,-0.17,-1.13,-27.01
83,26.31,21.73,28,20000.15259,-0.19,-1.06,-27.08
84,26.25,21.73,29,20000.5722,-0.0999999999999996,-1.09,-28.85
85,26.36,21.73,28,19999.6376,-0.14,-1.08,-28.8
86,26.29,21.69,28,20000.11444,-0.21,-1.07,-28.15
87,26.34,21.76,29,20000.22888,-0.18,-1.15,-27.43
88,26.3,21.72,29,19999.58038,-0.17,-1.07,-27.46
89,26.37,21.67,28,20000.24796,-0.0999999999999996,-1.1,-27.57
90,26.33,21.72,28,20000.78201,-0.17,-1.1,-27.82
91,26.34,21.75,29,19999.61853,-0.13,-1.19,-28.13
92,26.33,21.72,29,19999.82834,-0.19,-1.11,-28.35
93,26.37,21.73,28,19999.86649,-0.109999999999999,-1.14,-29.39
94,26.37,21.77,29,20000.15259,-0.12,-1.1,-29.4
95,26.36,21.73,28,20000.07629,-0.12,-1.13,-29.38
96,26.37,21.74,29,20000.01907,-0.22,-1.12,-28.4
97,26.31,21.72,29,20000.17166,-0.109999999999999,-1.1,-28.39
98,26.35,21.71,29,19999.88556,-0.12,-1.14,-28.42
99,26.42,21.76,29,20000.41962,-0.149999999999999,-1.13,-28.56
100,26.4,21.76,29,19999.44687,-0.22,-1.11,-29.35
101,26.47,21.73,29,19996.29974,-0.17,-1.09,-29.4
102,26.47,21.75,29,20003.66211,-0.3,-1.1,-29.41
103,26.47,21.72,28,20001.64032,-0.32,-1.14,-30.52
104,26.45,21.76,29,19995.30792,-0.23,-1.15,-30.51
105,26.45,21.73,29,20003.98636,-0.19,-1.13,-29.95
106,26.49,21.71,29,19999.02725,-0.27,-1.11,-29.7
107,26.51,21.73,29,19996.33789,-0.2,-1.15,-30.03
108,26.43,21.72,29,20003.68118,-0.29,-1.11,-30.26
109,26.45,21.71,29,19997.38693,-0.32,-1.1,-30.46
110,26.49,21.74,29,20001.46866,-0.3,-1.14,-30.53
111,26.52,21.75,29,20001.96457,-0.25,-1.22,-30.57
112,26.45,21.74,29,19995.55588,-0.26,-1.2,-30.59
113,26.5,21.66,29,20003.71933,-0.19,-1.21,-31.27
114,26.55,21.72,29,19999.96185,-0.22,-1.14,-31.25
115,26.51,21.71,29,19996.35696,-0.19,-1.11,-30.68
116,26.5,21.74,29,20003.31879,-0.24,-1.12,-30.99
117,26.49,21.73,29,19997.10083,-0.2,-1.14,-31.22
118,26.51,21.76,29,20001.297,-0.31,-1.1,-31.22
119,26.54,21.75,29,20001.98364,-0.26,-1.1,-31.22
120,26.47,21.75,29,19995.86105,-0.24,-1.19,-31.21
121,26.54,21.79,29,20003.85284,-0.28,-1.12,-31.22
122,26.49,21.72,29,20000.19073,-0.29,-1.19,-32.12
123,26.52,21.76,29,19995.74661,-0.24,-1.2,-32.14
124,26.55,21.77,29,20003.56674,-0.23,-1.18,-31.59
125,26.59,21.73,29,19996.5477,-0.2,-1.19,-31.75
126,26.55,21.72,29,20003.41415,-0.18,-1.18,-31.95
127,26.57,21.76,29,20000.32425,-0.19,-1.14,-32.1
128,26.56,21.71,29,19994.98367,-0.24,-1.11,-32.15
129,26.56,21.73,29,20003.89099,-0.21,-1.14,-32.16
130,26.58,21.73,29,19997.59674,-0.24,-1.17,-32.17
131,26.57,21.73,29,20001.75476,-0.25,-1.13,-32.14
132,26.6,21.78,29,20001.69754,-0.23,-1.15,-32.72
133,26.51,21.74,29,19995.07904,-0.25,-1.16,-32.74
134,26.58,21.71,29,20004.00543,-0.28,-1.19,-32.59
135,26.61,21.71,29,19998.09265,-0.26,-1.17,-32.73
136,26.58,21.77,29,20001.50681,-0.25,-1.15,-32.75
137,26.58,21.74,29,20001.90735,-0.29,-1.17,-32.76
138,26.58,21.75,29,19995.00275,-0.27,-1.16,-32.75
139,26.59,21.74,29,20004.11987,-0.38,-1.1,-32.76
140,26.6,21.73,29,19997.27249,-0.29,-1.17,-32.76
141,26.61,21.74,29,20002.84195,-0.37,-1.19,-33.45
142,26.63,21.72,29,20000.70572,-0.32,-1.18,-33.38
143,26.59,21.74,29,19995.78476,-0.35,-1.18,-33.34
144,26.6,21.72,29,20003.4523,-0.3,-1.13,-33.33
145,26.63,21.72,29,19995.93735,-0.29,-1.22,-33.35
146,26.63,21.78,29,20003.0899,-0.27,-1.18,-33.34
147,26.62,21.73,29,20000.68665,-0.26,-1.25,-33.35
148,26.66,21.74,29,19995.15533,-0.28,-1.24,-33.37
149,26.72,21.72,29,20003.62396,-0.34,-1.22,-33.39
150,26.61,21.72,29,19996.85287,-0.27,-1.17,-33.48
151,26.64,21.76,29,20002.99454,-0.28,-1.23,-34.56
152,26.69,21.69,29,20001.02997,-0.28,-1.2,-34.36
153,26.64,21.74,29,19995.26978,-0.359999999999999,-1.16,-34.1
154,26.73,21.78,29,20003.7384,-0.29,-1.25,-34.13
155,26.66,21.72,29,19997.27249,-0.4,-1.21,-34.13
156,26.69,21.73,29,20002.59399,-0.29,-1.22,-34.15
157,26.65,21.74,29,20001.18256,-0.29,-1.22,-34.16
158,26.66,21.76,29,19995.47958,-0.32,-1.19,-34.15
159,26.71,21.73,29,20003.70026,-0.31,-1.2,-34.18
160,26.67,21.75,29,19997.23434,-0.3,-1.25,-34.62
161,26.66,21.76,29,20002.02179,-0.3,-1.23,-34.56
162,26.66,21.73,29,20001.04904,-0.32,-1.21,-34.45
163,26.74,21.76,29,19995.6131,-0.32,-1.23,-34.48
164,26.7,21.73,29,20003.70026,-0.3,-1.2,-34.56
165,26.68,21.71,29,19997.53952,-0.33,-1.16,-34.69
166,26.71,21.72,29,19999.90463,-0.3,-1.22,-34.83
167,26.75,21.7,29,20002.5177,-0.35,-1.13,-35.07
168,26.73,21.75,29,19995.80383,-0.31,-1.14,-35.24
169,26.73,21.73,29,20004.02451,-0.37,-1.15,-35.38
170,26.71,21.73,30,19998.14987,-0.37,-1.18,-35.75
171,26.72,21.71,29,20001.16348,-0.31,-1.21,-35.71
172,26.72,21.74,29,20001.08719,-0.29,-1.24,-35.49
173,26.78,21.72,30,19996.01364,-0.31,-1.21,-35.69
174,26.71,21.77,29,20003.18527,-0.32,-1.24,-35.76
175,26.67,21.73,29,19995.59402,-0.4,-1.14,-35.81
176,26.72,21.73,30,20004.08173,-0.3,-1.2,-35.8
177,26.75,21.77,29,19998.30246,-0.34,-1.23,-35.8
178,26.73,21.73,29,19999.84741,-0.34,-1.16,-35.8
179,26.73,21.7,30,20002.44141,-0.3,-1.25,-36.69
180,26.75,21.75,29,19995.30792,-0.32,-1.23,-36.68
181,26.83,21.67,29,20003.60489,-0.31,-1.24,-35.9
182,26.69,21.78,30,19996.89102,-0.33,-1.23,-35.96
183,26.76,21.77,30,20003.18527,-0.26,-1.26,-36.05
184,26.75,21.75,30,19999.56131,-0.359999999999999,-1.26,-36.27
185,26.76,21.67,29,19999.79019,-0.33,-1.27,-36.38
186,26.8,21.77,29,20002.32697,-0.34,-1.28,-36.63
187,26.73,21.7,30,19994.73572,-0.34,-1.2,-36.68
188,26.76,21.73,29,20003.94821,-0.37,-1.26,-36.72
189,26.71,21.73,30,19996.05179,-0.34,-1.23,-37.01
190,26.75,21.75,29,20004.52042,-0.4,-1.19,-36.98
191,26.79,21.76,30,19997.59674,-0.38,-1.24,-36.95
192,26.76,21.69,30,20003.39508,-0.38,-1.22,-36.99
193,26.81,21.72,30,19999.19891,-0.359999999999999,-1.25,-36.97
194,26.8,21.69,30,19999.37057,-0.34,-1.2,-37
195,26.75,21.72,30,20001.62125,-0.359999999999999,-1.25,-36.98
196,26.79,21.73,30,19995.68939,-0.31,-1.29,-36.96
197,26.79,21.73,30,20003.35693,-0.37,-1.19,-36.96
198,26.81,21.74,30,19995.72754,-0.35,-1.19,-37.08
199,26.8,21.71,30,20003.98636,-0.41,-1.24,-37.18
200,26.82,21.68,30,19997.42508,-0.39,-1.21,-37.09
201,26.79,21.7,30,20003.68118,-0.35,-1.17,-37.06
202,26.8,21.72,30,19998.93188,-0.31,-1.22,-37.15
203,26.84,21.69,30,19998.74115,-0.37,-1.24,-37.29
204,26.88,21.69,30,20001.65939,-0.37,-1.28,-37.46
205,26.8,21.74,30,19995.67032,-0.31,-1.23,-37.66
206,26.83,21.67,30,20002.97546,-0.359999999999999,-1.26,-37.76
207,26.75,21.76,30,19995.78476,-0.32,-1.22,-37.97
208,26.84,21.78,30,20004.11987,-0.26,-1.26,-38.67
209,26.78,21.71,30,19998.72208,-0.39,-1.22,-38.41
210,26.83,21.7,30,20000,-0.38,-1.26,-37.69
211,26.84,21.73,29,20001.83105,-0.42,-1.26,-37.74
212,26.87,21.79,30,19995.28885,-0.37,-1.23,-37.75
213,26.85,21.76,30,20003.70026,-0.26,-1.18,-37.73
214,26.84,21.75,30,19997.63489,-0.42,-1.33,-37.91
215,26.78,21.69,30,20001.31607,-0.29,-1.21,-37.95
216,26.86,21.73,30,20002.05994,-0.37,-1.27,-38.2
217,26.89,21.73,30,19995.59402,-0.38,-1.2,-39.03
218,26.82,21.7,30,20003.8147,-0.37,-1.28,-38.76
219,26.88,21.77,30,19998.68393,-0.35,-1.26,-38.17
220,26.86,21.73,30,19997.94006,-0.46,-1.26,-38.26
221,26.85,21.74,30,20002.72751,-0.43,-1.28,-38.27
222,26.88,21.72,30,19996.2616,-0.359999999999999,-1.2,-38.3
223,26.86,21.73,30,20003.20435,-0.39,-1.25,-38.52
224,26.84,21.71,30,20001.02997,-0.38,-1.19,-38.69
225,26.89,21.81,30,19995.2507,-0.41,-1.34,-38.89
226,26.83,21.76,30,20003.96729,-0.35,-1.17,-39.01
227,26.88,21.71,30,20000.43869,-0.43,-1.29,-38.93
228,26.9,21.73,30,19995.68939,-0.39,-1.25,-38.97
229,26.83,21.72,30,20003.47137,-0.37,-1.24,-38.97
230,26.86,21.73,30,19998.91281,-0.39,-1.23,-38.99
231,26.94,21.74,30,19997.73026,-0.41,-1.25,-39.02
232,26.9,21.7,30,20002.76566,-0.34,-1.2,-38.96
233,26.9,21.74,30,19997.40601,-0.32,-1.2,-38.98
234,26.88,21.73,30,20000.45776,-0.38,-1.22,-39.01
235,26.9,21.76,30,20002.11716,-0.41,-1.18,-39.06
236,26.91,21.7,30,19995.8992,-0.44,-1.25,-40.34
237,26.9,21.73,30,20003.20435,-0.359999999999999,-1.27,-40.38
238,26.9,21.74,30,20001.5831,-0.39,-1.19,-39.77
239,26.89,21.76,30,19995.55588,-0.359999999999999,-1.24,-39.35
240,26.91,21.72,30,20003.89099,-0.37,-1.27,-39.44
241,26.92,21.76,30,20000.11444,-0.42,-1.25,-39.58
242,26.96,21.75,30,19995.327,-0.34,-1.3,-39.71
243,26.95,21.75,30,20004.11987,-0.42,-1.25,-39.83
244,26.92,21.75,30,19999.10355,-0.41,-1.29,-40.03
245,26.93,21.69,30,19996.5477,-0.39,-1.3,-40.12
246,26.96,21.73,30,20003.47137,-0.41,-1.28,-40.36
247,27,21.72,30,19997.86377,-0.4,-1.26,-40.28
248,26.94,21.73,30,20000.72479,-0.33,-1.31,-40.1
249,26.94,21.75,30,20002.34604,-0.39,-1.24,-40.23
250,26.93,21.73,30,19995.40329,-0.41,-1.27,-40.33
251,26.96,21.74,30,20004.15802,-0.37,-1.3,-40.37
252,26.96,21.7,30,20000.05722,-0.38,-1.23,-40.39
253,26.96,21.71,30,19995.74661,-0.38,-1.21,-40.4
254,26.96,21.75,30,20003.91006,-0.4,-1.28,-40.38
255,26.93,21.7,30,19998.72208,-0.41,-1.27,-40.79
256,26.98,21.7,30,19998.35968,-0.43,-1.27,-40.82
257,26.96,21.76,30,20003.24249,-0.44,-1.27,-40.69
258,26.97,21.73,30,19996.64307,-0.45,-1.27,-40.76
259,26.97,21.71,30,20002.00272,-0.38,-1.24,-40.77
260,26.99,21.72,30,20002.05994,-0.359999999999999,-1.21,-40.78
261,26.94,21.74,30,19995.49866,-0.359999999999999,-1.18,-40.79
262,26.98,21.69,30,20004.00543,-0.42,-1.27,-40.82
263,26.95,21.67,30,20000.70572,-0.359999999999999,-1.28,-40.81
264,26.99,21.73,30,19995.23163,-0.35,-1.28,-40.81
265,27,21.7,30,20004.00543,-0.42,-1.25,-41.26
266,26.98,21.78,30,19998.51227,-0.49,-1.33,-41.36
267,26.94,21.7,30,19998.64578,-0.44,-1.26,-41.25
268,26.93,21.73,30,20003.20435,-0.46,-1.22,-41.28
269,26.98,21.69,30,19995.99457,-0.4,-1.19,-41.28
270,26.98,21.71,30,20002.38419,-0.45,-1.3,-41.35
271,26.96,21.73,30,20001.54495,-0.44,-1.25,-41.34
272,27,21.65,30,19995.09811,-0.43,-1.23,-41.37
273,27.01,21.74,30,20004.08173,-0.38,-1.22,-41.35
274,26.99,21.69,30,19999.29428,-0.359999999999999,-1.25,-41.01
275,26.99,21.76,30,19997.04361,-0.42,-1.28,-41.03
276,26.99,21.71,30,20003.85284,-0.42,-1.24,-41.06
277,26.96,21.74,30,19997.59674,-0.43,-1.18,-41.4
278,27.01,21.71,30,19999.08447,-0.49,-1.24,-41.49
279,26.96,21.73,30,20003.22342,-0.48,-1.22,-41.64
280,26.96,21.76,30,19996.29974,-0.46,-1.25,-41.77
281,27.03,21.7,30,20001.92642,-0.45,-1.16,-41.87
282,27,21.69,30,20002.02179,-0.44,-1.22,-41.93
283,27.02,21.74,30,19995.40329,-0.42,-1.21,-41.95
284,27.02,21.73,30,20003.77655,-0.45,-1.23,-42.62
285,26.99,21.71,30,20001.297,-0.44,-1.21,-42.49
286,27.03,21.73,31,19995.46051,-0.42,-1.22,-41.64
287,27.02,21.76,30,20004.13895,-0.44,-1.2,-41.62
288,26.98,21.74,31,20000.43869,-0.45,-1.27,-41.63
289,27.01,21.68,30,19995.74661,-0.46,-1.27,-41.68
290,26.99,21.76,31,20003.94821,-0.46,-1.26,-41.75
291,27.04,21.75,31,19997.63489,-0.47,-1.26,-41.82
292,27.01,21.69,31,20000.74387,-0.44,-1.2,-41.91
293,26.99,21.76,31,20002.53677,-0.45,-1.16,-42.41
294,27.01,21.74,31,19995.26978,-0.49,-1.21,-42.59
295,27.01,21.71,30,20004.04358,-0.43,-1.15,-42.32
296,27,21.75,31,20000.17166,-0.47,-1.13,-41.99
297,27.01,21.77,31,19995.80383,-0.47,-1.18,-42.22
298,26.96,21.73,30,20004.19617,-0.46,-1.22,-42.35
299,27.07,21.73,30,19998.37875,-0.46,-1.23,-42.44
300,26.96,21.73,31,20000,-0.46,-1.23,-42.57
301,27.01,21.74,31,20002.84195,-0.43,-1.19,-42.68
302,27.01,21.75,30,19996.01364,-0.46,-1.22,-42.79
303,27.08,21.73,31,20003.7384,-0.4,-1.16,-42.97
304,27.07,21.77,31,20000.38147,-0.42,-1.18,-42.88
305,26.94,21.73,31,19995.49866,-0.41,-1.23,-42.96
306,27.01,21.73,30,20004.21524,-0.43,-1.16,-42.98
307,27.09,21.72,31,19997.21527,-0.45,-1.23,-43.02
308,27.05,21.67,31,20000.19073,-0.41,-1.11,-43.03
309,27.07,21.73,31,20002.09808,-0.47,-1.2,-43.04
310,27.08,21.71,31,19995.36514,-0.46,-1.22,-43.03
311,27.01,21.69,31,20004.27246,-0.43,-1.17,-43.05
312,27.05,21.77,31,19999.04633,-0.45,-1.14,-43.04
313,27.05,21.74,31,19997.55859,-0.43,-1.2,-43.25
314,27.07,21.74,30,20003.22342,-0.45,-1.11,-43.24
315,27.05,21.68,31,19996.49048,-0.49,-1.15,-43.23
316,27.08,21.76,31,20002.30789,-0.42,-1.15,-43.22
317,27.06,21.76,31,20001.90735,-0.44,-1.12,-43.22
318,27.06,21.72,31,19995.23163,-0.47,-1.2,-43.2
319,27.08,21.68,31,20004.21524,-0.48,-1.21,-43.21
320,27.07,21.76,31,19999.40872,-0.47,-1.15,-43.2
321,27.02,21.76,31,19997.92099,-0.43,-1.13,-43.2
322,27.08,21.72,31,20003.41415,-0.44,-1.13,-43.22
323,27.04,21.71,31,19996.9101,-0.49,-1.16,-43.21
324,27.05,21.66,31,20001.81198,-0.5,-1.21,-43.24
325,27.07,21.77,31,20002.13623,-0.44,-1.15,-43.23
326,27.05,21.76,31,19995.76569,-0.46,-1.13,-43.27
327,27.1,21.75,31,20003.8147,-0.48,-1.15,-43.31
328,27.09,21.73,31,20001.44958,-0.49,-1.22,-43.38
329,27.11,21.76,31,19995.38422,-0.45,-1.19,-43.4
330,27.06,21.7,31,20003.75748,-0.46,-1.15,-43.49
331,27.03,21.77,31,20000.41962,-0.5,-1.17,-43.57
332,27.02,21.73,31,19995.05997,-0.5,-1.22,-44.41
333,27.11,21.7,31,20004.21524,-0.5,-1.24,-44.09
334,27.07,21.76,31,19999.6376,-0.45,-1.18,-43.91
335,27.05,21.76,31,19995.80383,-0.47,-1.21,-43.9
336,27.11,21.75,31,20004.11987,-0.51,-1.24,-43.9
337,27.08,21.74,31,19999.75204,-0.47,-1.14,-43.92
338,27.08,21.76,31,19995.09811,-0.5,-1.17,-43.95
339,27.13,21.73,31,20004.3869,-0.47,-1.13,-43.92
340,27.05,21.79,31,19999.94278,-0.49,-1.18,-43.92
341,27.11,21.76,31,19995.46051,-0.48,-1.13,-43.56
342,27.09,21.71,31,20004.00543,-0.48,-1.13,-43.63
343,27.08,21.71,31,20000,-0.5,-1.14,-44.34
344,27.07,21.69,31,19995.23163,-0.53,-1.2,-44.4
345,27.08,21.73,31,20004.00543,-0.55,-1.2,-44.43
346,27.08,21.72,31,19999.77112,-0.48,-1.11,-44.46
347,27.11,21.68,31,19995.327,-0.52,-1.13,-44.48
348,27.09,21.76,31,20004.08173,-0.49,-1.18,-44.52
349,27.12,21.8,31,20000.40054,-0.54,-1.23,-44.55
350,27.14,21.69,31,19995.07904,-0.51,-1.16,-44.54
351,27.05,21.79,31,20004.17709,-0.53,-1.18,-44.32
352,27.11,21.78,31,20000.49591,-0.58,-1.22,-44.35
353,27.1,21.76,31,19995.00275,-0.58,-1.21,-44.33
354,27.15,21.75,31,20003.87192,-0.54,-1.19,-44.34
355,27.08,21.68,31,20001.56403,-0.53,-1.13,-44.34
356,27.09,21.71,31,19995.49866,-0.45,-1.07,-44.34
357,27.14,21.78,31,20003.01361,-0.55,-1.13,-44.35
358,27.12,21.79,31,20002.04086,-0.56,-1.09,-44.39
359,27.09,21.75,31,19995.84198,-0.58,-1.16,-44.5
360,27.09,21.78,31,20001.10626,-0.54,-1.09,-45.47
361,27.13,21.77,31,20003.29971,-0.58,-1.13,-45.31
362,27.16,21.74,31,19996.98639,-0.52,-1.1,-44.92
363,27.11,21.76,31,20000.2861,-0.53,-1.16,-44.99
364,27.12,21.79,31,20003.54767,-0.57,-1.17,-45.12
365,27.16,21.75,31,19996.98639,-0.52,-1.12,-45.14
366,27.15,21.72,31,19999.58038,-0.51,-1.08,-45.18
367,27.07,21.71,31,20003.37601,-0.53,-1.07,-45.21
368,27.1,21.75,31,19996.8338,-0.54,-1.11,-45.24
369,27.08,21.79,31,19999.12262,-0.54,-1.11,-45.25
370,27.12,21.7,31,20003.66211,-0.56,-1.09,-45.45
371,27.12,21.74,31,19997.95914,-0.59,-1.11,-45.43
372,27.1,21.75,31,19997.06268,-0.55,-1.07,-45.4
373,27.16,21.76,31,20004.13895,-0.52,-1.04,-45.43
374,27.11,21.79,31,19998.66486,-0.52,-1.06,-45.46
375,27.08,21.73,31,19996.87195,-0.53,-1.08,-45.46
376,27.1,21.74,31,20004.11987,-0.57,-1.16,-45.47
377,27.13,21.76,31,19999.40872,-0.56,-1.05,-45.45
378,27.19,21.73,31,19996.94824,-0.56,-1.11,-45.44
379,27.16,21.74,31,20003.85284,-0.57,-1.13,-45.84
380,27.12,21.71,31,19997.67303,-0.57,-1.17,-45.85
381,27.13,21.75,31,19999.33243,-0.58,-1.09,-45.65
382,27.1,21.74,31,20003.54767,-0.53,-1.07,-45.75
383,27.09,21.75,31,19997.25342,-0.56,-1.15,-45.77
384,27.09,21.74,31,20000.41962,-0.54,-1.12,-45.81
385,27.16,21.69,31,20003.12805,-0.56,-1.08,-45.83
386,27.12,21.74,31,19996.16623,-0.58,-1.1,-45.81
387,27.17,21.78,31,20001.75476,-0.58,-1.08,-45.85
388,27.18,21.7,31,20002.99454,-0.56,-1.1,-45.82
389,27.18,21.68,31,19996.37604,-0.6,-1.13,-45.73
390,27.19,21.75,31,20000.03815,-0.51,-1.09,-45.7
391,27.14,21.73,31,20003.75748,-0.53,-1.1,-45.76
392,27.19,21.71,31,19997.31064,-0.52,-1.12,-45.76
393,27.16,21.71,31,19998.51227,-0.59,-1.13,-45.75
394,27.11,21.7,31,20003.98636,-0.5,-1.05,-45.74
395,27.14,21.77,31,19998.62671,-0.51,-1.05,-45.76
396,27.18,21.72,31,19996.01364,-0.51,-1.09,-45.74
397,27.11,21.69,31,20004.3869,-0.57,-1.11,-45.73
398,27.15,21.71,31,19999.96185,-0.48,-1.08,-45.76
399,27.15,21.71,31,19994.71664,-0.46,-1.03,-45.76
400,27.15,21.68,31,20004.52042,-0.51,-1.11,-45.78
401,27.15,21.71,31,20000.74387,-0.53,-1.07,-45.83
402,27.16,21.69,31,19994.92645,-0.53,-1.07,-45.87
403,27.19,21.69,31,20004.02451,-0.57,-1.1,-45.98
404,27.17,21.76,31,20001.20163,-0.52,-1.08,-45.98
405,27.13,21.79,31,19995.04089,-0.5,-1.05,-46.07
406,27.19,21.76,31,20004.08173,-0.49,-1.03,-46.15
407,27.1,21.74,31,20000.87738,-0.54,-1.09,-46.21
408,27.19,21.71,31,19994.88831,-0.54,-1.08,-46.88
409,27.19,21.69,31,20004.08173,-0.51,-1.09,-46.63
410,27.19,21.68,31,20001.43051,-0.53,-1.06,-46.38
411,27.19,21.76,31,19995.34607,-0.59,-1.09,-46.34
412,27.16,21.74,31,20004.11987,-0.58,-1.1,-46.35
413,27.11,21.76,31,20001.44958,-0.57,-1.08,-46.35
