id,f1,f2,f3,f4,y1,y2,y3
61,27.8,23.39,30,19999.94278,-0.11,-0.89,-24.64
62,27.72,23.43,30,19999.98093,-0.0899999999999999,-0.87,-24.65
63,27.81,23.44,30,20000.09537,-0.0999999999999999,-0.95,-24.66
64,27.85,23.38,30,19999.92371,-0.0899999999999999,-0.92,-24.74
65,27.88,23.46,30,19999.90463,-0.13,-0.89,-25.04
66,27.9,23.43,30,20000,-0.0999999999999999,-0.93,-27.39
67,27.91,23.42,30,20000.01907,-0.0899999999999999,-0.94,-26.85
68,27.95,23.43,30,20000.05722,-0.12,-0.9,-25.95
69,27.94,23.44,30,20000.07629,-0.0699999999999998,-0.94,-25.3
70,27.96,23.39,30,20000.11444,-0.0299999999999998,-0.92,-25.68
71,27.99,23.48,30,19999.77112,-0.13,-0.96,-25.97
72,27.92,23.39,30,20000.03815,-0.0699999999999998,-1.01,-26.02
73,27.97,23.47,30,20000.07629,-0.0699999999999998,-0.97,-26.02
74,27.95,23.46,30,19999.90463,-0.14,-0.92,-26
75,28.01,23.46,30,19999.7139,-0.0999999999999999,-0.95,-25.99
76,27.93,23.45,30,20000.17166,-0.0699999999999998,-0.99,-27.49
77,28.03,23.38,30,20000.11444,-0.0999999999999999,-0.99,-26.67
78,27.99,23.41,31,20000.20981,-0.13,-0.98,-26.33
79,28.01,23.47,30,20000.49591,-0.0899999999999999,-1,-26.38
80,28.05,23.39,30,20004.94003,-0.0600000000000001,-0.97,-26.52
81,28.02,23.43,30,20001.10626,-0.0899999999999999,-0.97,-26.82
82,28.07,23.44,30,19995.2507,-0.14,-1.05,-27.07
83,28.05,23.39,30,20000.20981,-0.0999999999999999,-1.05,-27.26
84,28.12,23.46,30,20004.61578,-0.13,-0.97,-27.32
85,28.09,23.41,30,20000.78201,-0.15,-0.97,-28.61
86,28.02,23.46,30,19995.49866,-0.12,-1.05,-27.62
87,28.14,23.4,30,19999.40872,-0.11,-0.97,-27.63
88,28.06,23.4,30,20004.48227,-0.0699999999999998,-1.03,-27.62
89,28.11,23.44,30,20001.75476,-0.11,-1.03,-27.62
90,28.18,23.43,30,19996.16623,-0.15,-1.08,-27.61
91,28.12,23.46,30,19997.08176,-0.15,-1.04,-27.65
92,28.17,23.44,30,20004.32968,-0.19,-1.04,-27.66
93,28.15,23.46,30,20001.73569,-0.19,-1,-27.74
94,28.15,23.44,30,19995.93735,-0.13,-1,-28.08
95,28.17,23.42,30,19997.73026,-0.15,-0.94,-28.93
96,28.16,23.44,30,20004.55856,-0.14,-1.02,-28.1
97,28.23,23.43,30,20002.09808,-0.15,-1.04,-28.21
98,28.16,23.39,30,19995.63217,-0.16,-1.01,-28.36
99,28.18,23.43,30,20000.26703,-0.18,-1.05,-28.63
100,28.22,23.43,30,20004.63486,-0.18,-1.04,-28.87
101,28.18,23.43,31,20000.87738,-0.15,-1.11,-29.05
102,28.21,23.41,30,19995.40329,-0.16,-1.05,-29.11
103,28.19,23.44,30,19998.35968,-0.17,-1.05,-29.11
104,28.25,23.39,30,20004.82559,-0.18,-1.09,-29.72
105,28.19,23.41,31,20002.19345,-0.16,-1.05,-29.01
106,28.24,23.36,31,19996.8338,-0.13,-1.07,-29.38
107,28.23,23.41,30,19994.92645,-0.14,-1.04,-29.58
108,28.28,23.38,31,20003.35693,-0.15,-1.12,-29.68
109,28.3,23.45,31,20004.11987,-0.19,-1.07,-29.69
110,28.29,23.44,31,19999.90463,-0.2,-1.02,-29.69
111,28.3,23.45,31,19994.98367,-0.16,-1.05,-29.68
112,28.32,23.41,31,19997.73026,-0.13,-1.03,-29.69
113,28.25,23.42,31,20004.55856,-0.18,-1.05,-29.71
114,28.3,23.39,30,20001.90735,-0.16,-1.06,-31.11
115,28.34,23.43,31,19996.29974,-0.18,-1.06,-30.11
116,28.35,23.45,31,19996.64307,-0.17,-1.08,-30.11
117,28.32,23.45,31,20004.42505,-0.17,-1.04,-30.12
118,28.34,23.39,31,20002.17438,-0.14,-1.11,-30.11
119,28.37,23.41,31,19996.49048,-0.2,-1.06,-30.24
120,28.3,23.43,31,19997.08176,-0.2,-1.08,-30.37
121,28.36,23.45,30,20004.44412,-0.18,-1.03,-30.71
122,28.31,23.44,30,20002.5177,-0.14,-1.09,-30.91
123,28.33,23.46,31,19997.61581,-0.18,-1.03,-30.86
124,28.33,23.46,31,19994.86923,-0.17,-1.05,-30.68
125,28.34,23.41,31,20003.70026,-0.21,-1.1,-30.7
126,28.36,23.41,31,20003.71933,-0.19,-1.09,-30.74
127,28.37,23.38,31,19999.69482,-0.14,-1.02,-30.87
128,28.37,23.48,31,19995.17441,-0.17,-1.06,-31.17
129,28.41,23.45,31,19998.24524,-0.19,-1.12,-31.43
130,28.36,23.42,31,20004.57764,-0.18,-1.01,-31.63
131,28.44,23.48,31,20002.95639,-0.25,-1.08,-31.68
132,28.4,23.44,31,19997.61581,-0.23,-1.02,-31.71
133,28.42,23.39,31,19994.48776,-0.22,-0.99,-32.85
134,28.39,23.39,31,20002.99454,-0.24,-1.04,-31.87
135,28.37,23.41,31,20003.77655,-0.21,-1.1,-31.86
136,28.44,23.43,31,19998.55042,-0.2,-1.08,-31.88
137,28.41,23.48,31,19994.62128,-0.21,-1.08,-31.92
138,28.46,23.41,31,20004.1008,-0.26,-1.12,-31.91
139,28.43,23.39,31,20003.29971,-0.25,-1.11,-31.9
140,28.45,23.44,31,19997.15805,-0.22,-1.16,-31.96
141,28.41,23.41,31,19995.11719,-0.27,-1.11,-32.15
142,28.49,23.39,31,20004.73022,-0.24,-1.13,-32.14
143,28.51,23.44,31,20002.82288,-0.24,-1.11,-32.51
144,28.46,23.42,31,19996.94824,-0.27,-1.13,-32.5
145,28.46,23.47,31,19995.28885,-0.22,-1.09,-32.5
146,28.51,23.41,31,20004.52042,-0.23,-1.17,-32.53
147,28.48,23.35,31,20002.09808,-0.29,-1.13,-32.54
148,28.45,23.4,31,19996.8338,-0.26,-1.14,-32.62
149,28.47,23.41,31,19995.63217,-0.23,-1.14,-32.77
150,28.48,23.44,31,20004.29153,-0.24,-1.11,-32.94
151,28.42,23.41,31,20002.89917,-0.27,-1.14,-33.21
152,28.47,23.48,31,19997.23434,-0.2,-1.12,-33.45
153,28.48,23.44,31,19995.327,-0.23,-1.14,-33.05
154,28.51,23.4,31,20004.34875,-0.21,-1.2,-33.31
155,28.53,23.46,31,20002.42233,-0.24,-1.1,-33.6
156,28.56,23.44,31,19996.66214,-0.26,-1.12,-33.74
157,28.49,23.41,31,19996.9101,-0.24,-1.16,-33.82
158,28.54,23.39,31,20004.42505,-0.27,-1.08,-33.82
159,28.52,23.43,31,20000.97275,-0.22,-1.08,-33.83
160,28.51,23.44,31,19995.19348,-0.19,-1.14,-33.82
161,28.54,23.44,31,20002.86102,-0.24,-1.12,-33.79
162,28.51,23.4,31,20003.22342,-0.21,-1.16,-33.85
163,28.51,23.42,31,19996.66214,-0.21,-1.18,-33.79
164,28.55,23.47,31,19998.01636,-0.23,-1.16,-33.79
165,28.52,23.42,31,20004.53949,-0.22,-1.14,-33.85
166,28.55,23.41,31,20000.80109,-0.23,-1.08,-33.91
167,28.5,23.41,31,19995.15533,-0.22,-1.15,-34.18
168,28.53,23.41,31,20001.98364,-0.25,-1.16,-34.41
169,28.58,23.36,31,20003.71933,-0.21,-1.14,-34.55
170,28.55,23.42,31,19999.46594,-0.27,-1.12,-34.66
171,28.51,23.44,31,19994.44962,-0.24,-1.17,-34.8
172,28.57,23.4,31,20003.66211,-0.27,-1.11,-34.76
173,28.51,23.44,31,20003.07083,-0.28,-1.13,-34.88
174,28.59,23.42,31,19996.66214,-0.22,-1.14,-34.96
175,28.54,23.41,31,19996.29974,-0.21,-1.19,-35.01
176,28.58,23.43,31,20004.69208,-0.21,-1.19,-35
177,28.57,23.42,31,20001.16348,-0.27,-1.13,-35
178,28.53,23.4,31,19995.8992,-0.27,-1.13,-35.02
179,28.58,23.44,31,20001.27792,-0.22,-1.18,-35.03
180,28.55,23.4,31,20003.75748,-0.22,-1.14,-35.04
181,28.56,23.39,31,19999.0654,-0.24,-1.15,-35.13
182,28.55,23.44,31,19994.73572,-0.24,-1.17,-35.14
183,28.59,23.47,31,20003.56674,-0.24,-1.19,-35.17
184,28.51,23.37,31,20003.07083,-0.27,-1.15,-35.16
185,28.56,23.46,31,19997.44415,-0.25,-1.1,-35.25
186,28.56,23.44,32,19995.82291,-0.27,-1.09,-35.44
187,28.56,23.41,31,20004.27246,-0.27,-1.1,-35.62
188,28.57,23.41,31,20002.13623,-0.3,-1.08,-35.86
189,28.58,23.48,31,19996.64307,-0.27,-1.15,-35.98
190,28.58,23.46,31,19995.95642,-0.27,-1.06,-36.12
191,28.56,23.41,31,20004.50134,-0.23,-1.15,-36.12
192,28.58,23.38,31,20002.05994,-0.27,-1.09,-36.23
193,28.6,23.43,32,19996.77658,-0.29,-1.08,-36.31
194,28.55,23.41,31,19997.15805,-0.3,-1.12,-36.3
195,28.59,23.43,31,20004.55856,-0.28,-1.13,-36.31
196,28.56,23.44,31,20001.2207,-0.29,-1.2,-36.32
197,28.6,23.44,32,19995.51773,-0.25,-1.13,-36.3
198,28.58,23.46,31,19999.84741,-0.22,-1.13,-36.3
199,28.6,23.43,32,20004.08173,-0.29,-1.11,-36.29
200,28.59,23.4,31,20000.6485,-0.29,-1.14,-36.73
201,28.64,23.47,32,19994.9646,-0.32,-1.18,-36.73
202,28.62,23.42,32,20002.74658,-0.28,-1.2,-36.72
203,28.69,23.44,31,20003.10898,-0.33,-1.11,-36.72
204,28.67,23.41,31,19997.7684,-0.27,-1.21,-36.73
205,28.61,23.5,32,19995.36514,-0.26,-1.19,-36.73
206,28.62,23.44,32,20004.40598,-0.27,-1.19,-36.73
207,28.67,23.44,32,20001.41144,-0.26,-1.22,-36.76
208,28.62,23.44,32,19995.40329,-0.29,-1.13,-36.76
209,28.62,23.46,32,20002.19345,-0.3,-1.19,-37.26
210,28.65,23.41,31,20003.50952,-0.31,-1.21,-37.24
211,28.68,23.45,32,19998.703,-0.31,-1.22,-37.27
212,28.63,23.39,32,19994.92645,-0.29,-1.2,-37.26
213,28.63,23.43,32,20004.31061,-0.29,-1.14,-37.26
214,28.67,23.44,32,20001.83105,-0.32,-1.16,-37.27
215,28.63,23.45,32,19996.22345,-0.3,-1.18,-37.27
216,28.68,23.48,32,19999.17984,-0.3,-1.25,-37.27
217,28.62,23.48,32,20003.94821,-0.3,-1.2,-37.35
218,28.69,23.46,32,19999.84741,-0.27,-1.24,-37.29
219,28.63,23.43,32,19995.05997,-0.29,-1.12,-37.62
220,28.62,23.51,32,20002.95639,-0.29,-1.17,-37.64
221,28.62,23.45,31,20003.12805,-0.3,-1.23,-37.64
222,28.63,23.41,32,19998.16895,-0.33,-1.2,-37.61
223,28.63,23.47,32,19995.47958,-0.32,-1.27,-37.67
224,28.65,23.41,32,20004.13895,-0.32,-1.16,-37.69
225,28.69,23.45,32,20001.96457,-0.3,-1.26,-37.73
226,28.66,23.45,32,19996.62399,-0.3,-1.22,-37.89
227,28.65,23.4,32,19999.4278,-0.32,-1.15,-38.08
228,28.66,23.46,32,20003.92914,-0.34,-1.17,-38.54
229,28.69,23.43,32,19999.69482,-0.34,-1.19,-38.13
230,28.68,23.46,32,19995.40329,-0.29,-1.13,-38.13
231,28.71,23.41,32,20003.01361,-0.32,-1.23,-38.13
232,28.68,23.45,32,20002.72751,-0.31,-1.24,-38.18
233,28.71,23.44,32,19997.4823,-0.28,-1.24,-38.19
234,28.67,23.43,32,19997.04361,-0.37,-1.2,-38.27
235,28.69,23.44,32,20004.08173,-0.31,-1.17,-38.47
236,28.73,23.45,32,20001.43051,-0.33,-1.22,-38.59
237,28.67,23.43,32,19996.20438,-0.33,-1.21,-38.79
238,28.7,23.44,32,19998.30246,-0.33,-1.25,-38.98
239,28.64,23.4,32,20003.85284,-0.33,-1.25,-38.98
240,28.74,23.38,32,20000.97275,-0.33,-1.25,-39.08
241,28.73,23.41,32,19996.10901,-0.31,-1.24,-39.09
242,28.72,23.4,32,19999.58038,-0.31,-1.24,-39.09
243,28.72,23.4,32,20003.94821,-0.37,-1.19,-39.12
244,28.72,23.43,32,19999.0654,-0.34,-1.1,-39.11
245,28.71,23.42,32,19995.17441,-0.33,-1.23,-39.11
246,28.69,23.45,32,20003.58582,-0.33,-1.24,-39.12
247,28.72,23.44,32,20001.39236,-0.31,-1.25,-39.83
248,28.75,23.44,32,19996.03271,-0.31,-1.26,-39.23
249,28.74,23.36,32,20002.36511,-0.31,-1.18,-39.23
250,28.7,23.45,32,20002.78473,-0.35,-1.16,-39.31
251,28.68,23.46,32,19997.23434,-0.34,-1.23,-39.48
252,28.74,23.45,32,19999.40872,-0.32,-1.3,-39.65
253,28.72,23.41,32,20003.22342,-0.33,-1.27,-39.74
254,28.74,23.46,32,19996.75751,-0.34,-1.18,-39.77
255,28.7,23.37,32,20000.47684,-0.33,-1.28,-39.82
256,28.69,23.41,32,20003.28064,-0.34,-1.19,-39.8
257,28.78,23.43,32,19996.71936,-0.36,-1.29,-39.99
258,28.76,23.45,32,20000.26703,-0.34,-1.25,-40
259,28.73,23.47,32,20003.37601,-0.35,-1.17,-40.02
260,28.74,23.38,32,19996.98639,-0.3,-1.28,-40.02
261,28.73,23.44,32,19999.84741,-0.33,-1.24,-40.02
262,28.7,23.45,32,20003.18527,-0.35,-1.2,-40.02
263,28.69,23.44,32,19996.77658,-0.37,-1.25,-40.03
264,28.7,23.43,32,20000.78201,-0.35,-1.3,-40.05
265,28.75,23.48,32,20003.03268,-0.37,-1.19,-40.04
266,28.74,23.47,32,19997.32971,-0.32,-1.19,-40.01
267,28.73,23.4,32,20001.23978,-0.36,-1.26,-40.02
268,28.74,23.42,32,20002.42233,-0.33,-1.25,-40.02
269,28.75,23.43,32,19995.49866,-0.32,-1.2,-40.05
270,28.76,23.42,32,20002.84195,-0.36,-1.23,-40.1
271,28.76,23.42,32,20002.00272,-0.34,-1.23,-40.15
272,28.77,23.43,32,19995.28885,-0.34,-1.22,-40.25
273,28.78,23.43,32,20003.85284,-0.34,-1.26,-40.44
274,28.8,23.41,32,19997.94006,-0.32,-1.21,-40.57
275,28.78,23.43,32,20000.87738,-0.35,-1.24,-40.57
276,28.73,23.41,32,20002.44141,-0.35,-1.31,-40.68
277,28.76,23.47,32,19995.51773,-0.35,-1.28,-40.82
278,28.76,23.44,32,20003.92914,-0.35,-1.32,-40.93
279,28.81,23.41,32,19998.37875,-0.35,-1.19,-41.08
280,28.78,23.47,32,19999.82834,-0.35,-1.25,-41.11
281,28.75,23.41,32,20002.42233,-0.38,-1.15,-41.12
282,28.75,23.38,32,19995.40329,-0.36,-1.21,-41.15
283,28.82,23.41,32,20004.1008,-0.36,-1.18,-41.13
284,28.76,23.41,32,19997.71118,-0.39,-1.24,-41.13
285,28.73,23.38,32,20001.14441,-0.34,-1.25,-41.43
286,28.78,23.44,32,20002.13623,-0.37,-1.29,-41.3
287,28.7,23.46,32,19995.80383,-0.37,-1.23,-41.34
288,28.73,23.42,32,20003.70026,-0.35,-1.3,-41.4
289,28.81,23.41,32,19999.90463,-0.37,-1.17,-41.42
290,28.75,23.46,32,19995.70847,-0.38,-1.22,-41.46
291,28.78,23.38,32,20003.18527,-0.4,-1.2,-41.44
292,28.8,23.45,32,19997.25342,-0.34,-1.22,-41.42
293,28.78,23.41,32,20000.97275,-0.37,-1.27,-41.44
294,28.75,23.48,32,20001.71661,-0.35,-1.19,-41.43
295,28.8,23.37,32,19995.6131,-0.37,-1.25,-41.73
296,28.83,23.41,32,20003.52859,-0.38,-1.18,-41.74
297,28.81,23.46,32,19997.73026,-0.39,-1.27,-41.74
298,28.75,23.45,32,20002.47955,-0.35,-1.18,-41.71
299,28.8,23.42,33,20000.78201,-0.39,-1.25,-41.73
300,28.81,23.41,32,19996.07086,-0.39,-1.15,-41.73
301,28.82,23.39,33,20002.93732,-0.37,-1.19,-41.73
302,28.86,23.44,32,19995.99457,-0.38,-1.22,-41.73
303,28.79,23.4,32,20003.71933,-0.36,-1.27,-41.73
304,28.82,23.43,33,19999.27521,-0.36,-1.23,-41.94
305,28.84,23.38,32,19996.5477,-0.35,-1.26,-41.94
306,28.81,23.39,32,20003.01361,-0.35,-1.26,-41.94
307,28.84,23.46,32,19996.64307,-0.34,-1.21,-41.95
308,28.76,23.37,32,20003.43323,-0.37,-1.2,-41.94
309,28.8,23.46,32,19999.52316,-0.35,-1.2,-41.95
310,28.8,23.43,32,19996.94824,-0.38,-1.22,-41.95
311,28.83,23.41,32,20002.68936,-0.34,-1.18,-41.96
312,28.85,23.45,32,19995.68939,-0.37,-1.22,-42
313,28.82,23.39,33,20004.00543,-0.33,-1.15,-42.03
314,28.87,23.41,32,19998.37875,-0.36,-1.21,-42.12
315,28.82,23.37,32,20000.59128,-0.34,-1.26,-42.35
316,28.85,23.41,33,20001.31607,-0.38,-1.23,-42.48
317,28.8,23.4,33,19995.74661,-0.38,-1.28,-42.67
318,28.8,23.44,33,20003.4523,-0.39,-1.29,-42.66
319,28.82,23.41,33,19996.71936,-0.37,-1.18,-42.7
320,28.78,23.45,33,20002.8038,-0.35,-1.27,-42.79
321,28.89,23.45,33,20001.56403,-0.37,-1.26,-42.87
322,28.84,23.44,33,19995.09811,-0.41,-1.27,-42.91
323,28.86,23.46,33,20004.1008,-0.38,-1.25,-42.78
324,28.83,23.44,33,19998.30246,-0.37,-1.18,-42.56
325,28.85,23.43,32,19998.60764,-0.41,-1.22,-42.57
326,28.83,23.46,33,20002.26974,-0.39,-1.23,-42.59
327,28.86,23.48,32,19995.8992,-0.4,-1.25,-42.6
328,28.83,23.39,32,20003.71933,-0.35,-1.15,-42.62
329,28.81,23.41,32,20000.59128,-0.41,-1.13,-42.68
330,28.88,23.46,33,19995.6131,-0.39,-1.18,-42.78
331,28.88,23.42,33,20003.37601,-0.38,-1.22,-42.82
332,28.87,23.39,33,19997.40601,-0.4,-1.18,-43
333,28.86,23.44,32,20002.49863,-0.35,-1.2,-43.14
334,28.87,23.46,33,20001.60217,-0.39,-1.13,-42.88
335,28.9,23.44,33,19995.15533,-0.38,-1.17,-42.9
336,28.9,23.46,33,20003.77655,-0.39,-1.22,-43.02
337,28.88,23.42,33,19996.92917,-0.4,-1.2,-43.06
338,28.85,23.42,33,20002.76566,-0.42,-1.24,-43.08
339,28.86,23.46,33,20000.80109,-0.41,-1.21,-43.26
340,28.87,23.46,33,19995.6131,-0.39,-1.24,-43.4
341,28.87,23.43,33,20003.89099,-0.42,-1.25,-43.48
342,28.94,23.45,33,19997.08176,-0.4,-1.18,-43.7
343,28.82,23.4,33,20002.00272,-0.41,-1.22,-43.63
344,28.88,23.39,33,20001.71661,-0.4,-1.23,-43.65
345,28.86,23.49,33,19995.38422,-0.39,-1.24,-43.63
346,28.9,23.43,33,20003.98636,-0.38,-1.17,-43.62
347,28.83,23.45,32,19999.50409,-0.39,-1.16,-43.64
348,28.89,23.43,33,19996.68121,-0.39,-1.19,-43.63
349,28.84,23.42,33,20003.89099,-0.39,-1.19,-43.67
350,28.91,23.42,33,19997.67303,-0.41,-1.25,-43.66
351,28.88,23.41,33,20000.43869,-0.37,-1.29,-43.63
352,28.89,23.46,33,20001.90735,-0.42,-1.32,-43.65
353,28.9,23.45,33,19995.15533,-0.39,-1.17,-43.63
354,28.89,23.41,33,20004.08173,-0.35,-1.28,-43.63
355,28.95,23.46,33,19998.01636,-0.41,-1.17,-43.67
356,28.9,23.46,33,20000.9346,-0.42,-1.24,-43.67
357,28.82,23.43,33,20002.44141,-0.42,-1.2,-43.7
358,28.88,23.44,33,19995.6131,-0.47,-1.16,-43.71
359,28.88,23.39,33,20004.17709,-0.41,-1.21,-43.78
360,28.9,23.46,33,19998.91281,-0.42,-1.21,-43.85
361,28.83,23.44,33,19998.64578,-0.42,-1.25,-43.76
362,28.89,23.48,33,20002.95639,-0.36,-1.17,-44.23
363,28.88,23.44,33,19996.50955,-0.4,-1.19,-44.25
364,28.87,23.4,33,20003.87192,-0.37,-1.16,-44.27
365,28.88,23.45,33,20000.2861,-0.38,-1.16,-44.26
366,28.89,23.43,33,19996.58585,-0.36,-1.23,-44.26
367,28.89,23.45,33,20004.00543,-0.43,-1.2,-44.23
368,28.92,23.4,33,19997.02454,-0.41,-1.22,-44.24
369,28.9,23.43,33,20002.5177,-0.42,-1.17,-44.28
370,28.87,23.4,33,20000.62943,-0.39,-1.19,-44.27
371,28.97,23.43,33,19996.45233,-0.4,-1.18,-44.24
372,28.97,23.38,33,20003.85284,-0.4,-1.15,-44.24
373,28.9,23.39,33,19995.97549,-0.41,-1.13,-44.28
374,28.88,23.43,33,20004.17709,-0.38,-1.21,-44.29
375,28.92,23.42,33,19998.703,-0.44,-1.12,-44.32
376,28.92,23.38,33,20001.01089,-0.44,-1.22,-44.4
377,28.95,23.43,33,20001.85013,-0.39,-1.19,-44.46
378,28.92,23.39,33,19995.28885,-0.39,-1.19,-44.47
379,28.89,23.44,33,20003.75748,-0.4,-1.17,-44.61
380,28.93,23.45,33,19995.91827,-0.42,-1.18,-44.44
381,28.89,23.45,33,20003.43323,-0.39,-1.18,-44.88
382,28.93,23.45,33,20000.97275,-0.4,-1.19,-44.94
383,28.93,23.46,33,19996.05179,-0.46,-1.21,-45
384,28.91,23.46,33,20003.43323,-0.44,-1.25,-45.08
385,28.93,23.43,33,19995.82291,-0.44,-1.18,-45.13
386,28.9,23.46,33,20003.89099,-0.39,-1.22,-45.11
387,28.98,23.42,33,19999.44687,-0.41,-1.2,-45.13
388,28.94,23.45,33,19997.73026,-0.42,-1.18,-45.14
389,28.97,23.45,33,20002.99454,-0.42,-1.21,-45.15
390,28.98,23.45,33,19995.47958,-0.39,-1.19,-45.05
391,28.94,23.4,33,20003.98636,-0.41,-1.19,-45.06
392,28.98,23.42,33,19998.55042,-0.38,-1.21,-45.07
393,28.91,23.5,33,20001.48773,-0.43,-1.18,-45.07
394,28.94,23.41,33,20001.297,-0.39,-1.21,-45.04
395,28.93,23.48,33,19995.74661,-0.46,-1.18,-45.03
396,28.94,23.44,33,20003.60489,-0.41,-1.23,-45.04
397,28.97,23.4,33,19996.39511,-0.42,-1.21,-45.05
398,28.93,23.43,33,20003.98636,-0.42,-1.19,-45.06
399,28.89,23.39,33,19998.07358,-0.43,-1.15,-45.11
400,28.94,23.44,33,20000.95367,-0.41,-1.14,-45.16
401,28.96,23.47,33,20002.30789,-0.43,-1.11,-45.15
402,28.94,23.43,33,19995.30792,-0.4,-1.14,-45.15
403,28.91,23.4,33,20004.06265,-0.41,-1.14,-45.14
404,29.01,23.47,33,19997.06268,-0.38,-1.21,-45.16
405,28.97,23.41,33,20002.30789,-0.39,-1.14,-45.2
406,28.94,23.46,33,20001.69754,-0.42,-1.21,-45.23
407,28.96,23.42,33,19995.28885,-0.42,-1.17,-45.26
408,28.98,23.43,33,20004.17709,-0.4,-1.21,-45.26
409,28.94,23.41,33,19997.61581,-0.33,-1.18,-45.3
410,28.93,23.39,33,20000.78201,-0.36,-1.23,-45.35
411,28.97,23.43,33,20002.1553,-0.38,-1.15,-45.43
412,28.99,23.45,33,19995.28885,-0.34,-1.18,-45.53
413,28.98,23.41,33,20003.92914,-0.37,-1.17,-45.68
414,29,23.45,33,19997.27249,-0.4,-1.13,-45.73
415,28.97,23.46,33,20002.30789,-0.36,-1.15,-45.86
416,28.98,23.48,33,20000.5722,-0.4,-1.18,-45.89
417,28.97,23.46,33,19995.78476,-0.4,-1.15,-45.96
418,28.97,23.4,33,20003.94821,-0.42,-1.24,-45.8
