id,f1,f2,f3,f4,y1,y2,y3
87,27.43,22.83,30,19995.72754,-0.09,-0.72,-27.12
88,27.44,22.86,30,20004.00543,-0.15,-0.69,-27.24
89,27.45,22.86,30,19998.07358,-0.1,-0.68,-27.25
90,27.43,22.8,30,20001.10626,-0.13,-0.79,-27.23
91,27.47,22.88,29,20001.69754,-0.18,-0.7,-27.25
92,27.44,22.85,30,19995.59402,-0.11,-0.8,-28.5
93,27.48,22.85,30,20003.54767,-0.12,-0.72,-27.53
94,27.5,22.8,30,19997.31064,-0.16,-0.76,-27.53
95,27.55,22.86,30,20002.13623,-0.07,-0.68,-27.53
96,27.49,22.85,30,20001.46866,-0.19,-0.73,-27.54
97,27.54,22.8,30,19995.82291,-0.11,-0.83,-27.55
98,27.48,22.83,30,20003.60489,-0.12,-0.73,-27.78
99,27.49,22.85,30,19997.36786,-0.18,-0.69,-28.02
100,27.57,22.86,30,20002.02179,-0.1,-0.7,-28.17
101,27.53,22.84,30,20001.52588,-0.1,-0.77,-28.67
102,27.51,22.82,30,19994.94553,-0.05,-0.72,-28.32
103,27.5,22.89,30,20003.94821,-0.12,-0.74,-28.33
104,27.53,22.87,30,19999.23706,-0.19,-0.7,-28.31
105,27.58,22.81,30,19996.94824,-0.12,-0.68,-28.34
106,27.55,22.87,30,20003.54767,-0.21,-0.71,-28.38
107,27.57,22.84,30,19996.9101,-0.14,-0.74,-28.5
108,27.58,22.84,30,20002.70844,-0.17,-0.77,-28.78
109,27.59,22.86,30,20001.44958,-0.21,-0.72,-29.08
110,27.58,22.8,30,19995.55588,-0.2,-0.73,-29.23
111,27.56,22.83,30,20003.85284,-0.13,-0.73,-29.88
112,27.57,22.84,30,19999.75204,-0.12,-0.79,-29.32
113,27.58,22.83,30,19996.41418,-0.14,-0.69,-29.35
114,27.63,22.84,30,20003.50952,-0.11,-0.77,-29.37
115,27.62,22.84,30,19998.34061,-0.07,-0.71,-29.37
116,27.63,22.83,30,19998.83652,-0.08,-0.7,-29.41
117,27.63,22.84,30,20003.18527,-0.17,-0.7,-29.43
118,27.67,22.91,30,19996.66214,-0.13,-0.74,-29.56
119,27.62,22.82,30,20003.07083,-0.05,-0.69,-29.82
120,27.66,22.81,30,20001.44958,-0.13,-0.71,-30.38
121,27.62,22.83,30,19995.86105,-0.22,-0.71,-30.18
122,27.67,22.86,30,20004.11987,-0.07,-0.66,-30.24
123,27.63,22.84,30,19999.54224,-0.08,-0.72,-30.23
124,27.67,22.84,30,19995.65125,-0.07,-0.71,-30.22
125,27.59,22.86,30,20003.64304,-0.15,-0.71,-30.23
126,27.68,22.82,30,19998.09265,-0.08,-0.66,-30.27
127,27.64,22.81,30,20000.55313,-0.11,-0.67,-30.24
128,27.69,22.82,30,20002.2316,-0.12,-0.73,-30.26
129,27.67,22.76,30,19996.07086,-0.13,-0.66,-30.37
130,27.71,22.83,30,20003.43323,-0.12,-0.65,-30.81
131,27.73,22.86,30,20000.19073,-0.14,-0.69,-30.75
132,27.69,22.8,30,19996.24252,-0.14,-0.75,-30.75
133,27.72,22.84,30,20003.14713,-0.2,-0.67,-30.77
134,27.72,22.87,30,19996.73843,-0.18,-0.72,-30.79
135,27.71,22.81,30,20002.82288,-0.13,-0.73,-31.06
136,27.79,22.86,30,20001.18256,-0.16,-0.71,-31.2
137,27.69,22.86,30,19995.34607,-0.16,-0.64,-31.47
138,27.7,22.83,30,20003.60489,-0.18,-0.66,-31.64
139,27.8,22.82,30,19997.73026,-0.09,-0.68,-31.3
140,27.74,22.81,30,20001.14441,-0.13,-0.72,-31.86
141,27.7,22.83,30,20002.17438,-0.2,-0.71,-31.39
142,27.73,22.81,30,19995.327,-0.11,-0.69,-31.64
143,27.76,22.83,30,20003.71933,-0.16,-0.73,-31.9
144,27.78,22.84,30,19997.86377,-0.13,-0.64,-32.06
145,27.75,22.84,30,20000.82016,-0.21,-0.67,-32.12
146,27.8,22.86,30,20002.59399,-0.21,-0.72,-32.24
147,27.74,22.84,30,19995.42236,-0.15,-0.77,-32.26
148,27.73,22.85,30,20004.48227,-0.15,-0.72,-32.27
149,27.78,22.78,30,19998.28339,-0.09,-0.74,-32.56
150,27.74,22.79,30,19998.58856,-0.12,-0.7,-32.52
151,27.83,22.81,30,20002.65121,-0.16,-0.73,-32.56
152,27.76,22.87,30,19996.24252,-0.1,-0.71,-32.55
153,27.78,22.83,30,20003.49045,-0.19,-0.73,-32.58
154,27.81,22.82,30,19999.92371,-0.16,-0.71,-32.57
155,27.81,22.83,30,19995.8992,-0.18,-0.7,-32.58
156,27.86,22.83,30,20003.49045,-0.15,-0.68,-32.58
157,27.8,22.86,30,19997.21527,-0.24,-0.69,-32.61
158,27.78,22.83,30,20001.9455,-0.18,-0.68,-32.58
159,27.8,22.86,30,20001.88828,-0.2,-0.66,-33.15
160,27.8,22.87,30,19995.84198,-0.2,-0.67,-33.17
161,27.79,22.84,30,20003.94821,-0.13,-0.66,-33.16
162,27.82,22.85,30,19998.26431,-0.18,-0.68,-33.15
163,27.86,22.79,30,19998.93188,-0.16,-0.69,-33.15
164,27.8,22.84,31,20003.03268,-0.17,-0.68,-33.17
165,27.9,22.82,30,19996.62399,-0.14,-0.71,-33.17
166,27.87,22.88,30,20003.22342,-0.1,-0.67,-33.19
167,27.87,22.8,31,20000.15259,-0.12,-0.72,-33.28
168,27.8,22.74,30,19996.41418,-0.1,-0.62,-33.79
169,27.88,22.86,30,20003.43323,-0.08,-0.68,-33.73
170,27.88,22.81,31,19996.60492,-0.11,-0.73,-33.72
171,27.84,22.84,30,20002.99454,-0.12,-0.75,-33.74
172,27.87,22.84,30,20000.97275,-0.05,-0.64,-33.77
173,27.87,22.82,31,19995.36514,-0.15,-0.69,-33.73
174,27.84,22.83,30,20004.11987,-0.13,-0.67,-33.77
175,27.87,22.86,31,19997.15805,-0.14,-0.69,-33.94
176,27.9,22.83,31,20001.67847,-0.12,-0.68,-34.08
177,27.84,22.81,30,20001.37329,-0.06,-0.64,-33.77
178,27.86,22.85,30,19995.23163,-0.11,-0.75,-34.42
179,27.9,22.84,31,20004.25339,-0.15,-0.72,-34.6
180,27.9,22.84,31,19997.31064,-0.17,-0.69,-34.61
181,27.88,22.8,31,20001.75476,-0.17,-0.7,-34.6
182,27.89,22.87,31,20002.44141,-0.14,-0.71,-34.63
183,27.86,22.84,31,19995.19348,-0.18,-0.64,-34.59
184,27.9,22.79,30,20004.1008,-0.2,-0.67,-34.62
185,27.88,22.83,31,19999.44687,-0.1,-0.63,-34.64
186,27.96,22.84,31,19998.30246,-0.12,-0.61,-34.66
187,27.89,22.78,30,20003.22342,-0.15,-0.68,-34.9
188,27.9,22.87,31,19995.84198,-0.12,-0.63,-34.77
189,27.94,22.8,31,20003.49045,-0.12,-0.68,-34.79
190,27.88,22.78,31,20000.26703,-0.14,-0.73,-34.9
191,27.91,22.82,31,19996.12808,-0.17,-0.65,-34.96
192,27.96,22.86,31,20003.33786,-0.16,-0.73,-35.17
193,27.93,22.82,31,19996.29974,-0.08,-0.68,-35.36
194,27.94,22.87,31,20002.67029,-0.1,-0.65,-35.54
195,27.92,22.83,31,20000.5722,-0.07,-0.63,-35.7
196,27.89,22.83,31,19995.44144,-0.1,-0.64,-35.56
197,27.91,22.79,31,20003.83377,-0.12,-0.66,-35.63
198,27.84,22.82,31,19998.24524,-0.13,-0.65,-35.81
199,27.94,22.84,31,19999.4278,-0.14,-0.67,-35.87
200,27.92,22.83,31,20003.28064,-0.08,-0.63,-36.02
201,27.96,22.84,31,19996.50955,-0.13,-0.67,-36.04
202,27.94,22.78,31,20002.5177,-0.14,-0.63,-36.06
203,27.97,22.82,31,20001.79291,-0.18,-0.58,-36.07
204,27.9,22.82,31,19995.86105,-0.09,-0.63,-36.03
205,27.94,22.83,31,20003.33786,-0.18,-0.64,-36.04
206,27.98,22.84,31,20000.91553,-0.18,-0.66,-36.33
207,27.88,22.81,31,19995.26978,-0.14,-0.6,-36.32
208,27.96,22.8,31,20004.08173,-0.16,-0.7,-36.36
209,27.94,22.81,31,20000.13351,-0.22,-0.71,-36.35
210,27.99,22.81,31,19995.21255,-0.23,-0.72,-36.38
211,27.98,22.83,31,20003.89099,-0.19,-0.74,-36.35
212,28.03,22.83,31,19999.02725,-0.23,-0.66,-36.35
213,27.98,22.81,31,19996.50955,-0.19,-0.64,-36.36
214,28.03,22.84,31,20004.00543,-0.19,-0.67,-36.38
215,27.95,22.82,31,19998.56949,-0.18,-0.61,-36.35
216,27.94,22.83,31,19995.26978,-0.22,-0.63,-36.85
217,28.01,22.81,31,20004.21524,-0.23,-0.63,-36.84
218,27.93,22.8,31,20001.20163,-0.12,-0.59,-36.87
219,28.03,22.87,31,19995.36514,-0.17,-0.62,-36.85
220,27.96,22.83,31,20002.47955,-0.2,-0.65,-36.84
221,27.98,22.76,31,20003.41415,-0.17,-0.69,-36.87
222,27.95,22.78,31,19997.40601,-0.21,-0.56,-36.85
223,28.02,22.88,31,19996.5477,-0.14,-0.57,-36.87
224,28.03,22.79,31,20004.13895,-0.19,-0.68,-36.86
225,28.01,22.8,31,20001.14441,-0.17,-0.6,-37.56
226,28.02,22.86,31,19995.57495,-0.19,-0.68,-37.3
227,28.01,22.82,31,20000.97275,-0.23,-0.59,-37.41
228,28.04,22.81,31,20003.43323,-0.19,-0.66,-37.49
229,28.01,22.85,31,19997.65396,-0.16,-0.57,-37.55
230,27.98,22.85,31,19995.91827,-0.15,-0.57,-37.6
231,28.03,22.89,31,20004.19617,-0.16,-0.73,-37.58
232,28.01,22.85,31,20001.16348,-0.23,-0.65,-37.56
233,28.03,22.86,31,19995.80383,-0.16,-0.64,-37.56
234,27.99,22.83,31,20000.49591,-0.16,-0.56,-37.58
235,28.02,22.74,31,20003.64304,-0.22,-0.67,-37.61
236,27.99,22.81,31,19999.65668,-0.22,-0.57,-37.57
237,28.02,22.8,31,19995.28885,-0.21,-0.72,-37.6
238,28.01,22.81,31,20002.30789,-0.23,-0.62,-37.62
239,27.98,22.8,31,20003.28064,-0.07,-0.56,-37.61
240,28,22.87,31,19997.92099,-0.22,-0.66,-37.65
241,28.04,22.86,31,19995.40329,-0.19,-0.7,-37.66
242,28.05,22.81,31,20004.17709,-0.26,-0.62,-37.83
243,28.06,22.82,31,20002.1553,-0.17,-0.56,-37.96
244,28.02,22.85,31,19996.79565,-0.14,-0.56,-38.07
245,28.04,22.89,31,19998.11172,-0.18,-0.7,-38.3
246,28.05,22.9,31,20003.94821,-0.18,-0.65,-38.31
247,28.07,22.83,31,19999.82834,-0.21,-0.6,-38.39
248,28.06,22.81,31,19994.86923,-0.16,-0.62,-38.46
249,28.05,22.84,31,20003.1662,-0.1,-0.61,-38.43
250,28.01,22.83,31,20002.67029,-0.14,-0.59,-38.43
251,28.04,22.83,31,19996.71936,-0.15,-0.66,-38.5
252,28.02,22.8,31,19997.59674,-0.18,-0.57,-38.47
253,28.02,22.85,31,20004.11987,-0.15,-0.62,-38.47
254,28.06,22.82,31,20001.14441,-0.18,-0.57,-39.06
255,28.02,22.81,31,19995.74661,-0.21,-0.55,-38.86
256,28.04,22.83,31,20000.83923,-0.18,-0.54,-38.97
257,28.05,22.81,31,20004.11987,-0.16,-0.6,-39.01
258,28.05,22.83,31,19998.76022,-0.15,-0.5,-38.99
259,28,22.83,31,19994.90738,-0.25,-0.6,-39.05
260,28.07,22.87,31,20003.62396,-0.12,-0.53,-39.03
261,28.07,22.78,31,20003.12805,-0.2,-0.53,-39.04
262,28.1,22.84,31,19997.13898,-0.26,-0.55,-39.05
263,28.08,22.81,31,19995.97549,-0.2,-0.63,-38.85
264,28.08,22.84,32,20004.55856,-0.22,-0.51,-38.84
265,28.05,22.86,31,20001.96457,-0.21,-0.54,-38.91
266,28.08,22.8,32,19996.16623,-0.14,-0.55,-38.97
267,28.08,22.8,31,19999.38965,-0.16,-0.52,-38.96
268,28.09,22.88,32,20003.56674,-0.21,-0.56,-39.08
269,28.15,22.8,31,19999.38965,-0.18,-0.48,-39.25
270,28.04,22.82,31,19995.19348,-0.28,-0.6,-39.23
271,28.05,22.84,31,20002.8801,-0.13,-0.52,-39.39
272,28.13,22.81,31,20003.10898,-0.29,-0.6,-39.46
273,28.07,22.87,31,19997.61581,-0.19,-0.54,-39.57
274,28.13,22.84,31,19995.68939,-0.16,-0.49,-39.37
275,28.07,22.83,31,20004.25339,-0.26,-0.66,-39.32
276,28.09,22.88,32,20002.38419,-0.27,-0.64,-39.3
277,28.12,22.84,31,19996.62399,-0.27,-0.64,-39.36
278,28.11,22.83,32,19998.34061,-0.24,-0.56,-39.42
279,28.11,22.83,31,20003.83377,-0.26,-0.5,-39.53
280,28.14,22.82,32,20000.76294,-0.3,-0.53,-39.61
281,28.14,22.78,32,19996.12808,-0.26,-0.55,-39.75
282,28.04,22.84,32,20000.19073,-0.19,-0.5,-39.79
283,28.05,22.84,32,20003.94821,-0.25,-0.49,-39.69
284,28.07,22.83,32,19999.46594,-0.19,-0.51,-39.66
285,28.08,22.86,32,19995.42236,-0.24,-0.57,-39.78
286,28.12,22.84,31,20002.86102,-0.24,-0.53,-39.83
287,28.11,22.81,32,20002.95639,-0.25,-0.51,-40.01
288,28.12,22.84,31,19997.06268,-0.23,-0.54,-40.14
289,28.1,22.86,32,19997.46323,-0.25,-0.5,-40.34
290,28.09,22.84,32,20004.44412,-0.23,-0.52,-40.36
291,28.15,22.78,32,20000.05722,-0.24,-0.5,-40.53
292,28.13,22.8,31,19994.79294,-0.29,-0.56,-40.51
293,28.11,22.85,32,20003.92914,-0.24,-0.47,-40.62
294,28.09,22.85,31,20002.5177,-0.3,-0.62,-40.66
295,28.12,22.79,32,19996.56677,-0.28,-0.57,-40.72
296,28.11,22.84,32,19998.07358,-0.26,-0.64,-40.71
297,28.22,22.86,32,20003.91006,-0.3,-0.48,-40.72
298,28.09,22.83,32,19999.37057,-0.28,-0.46,-40.75
299,28.1,22.82,32,19994.77386,-0.23,-0.47,-40.72
300,28.14,22.82,32,20004.17709,-0.3,-0.6,-40.73
301,28.15,22.84,32,20002.68936,-0.31,-0.54,-41.03
302,28.08,22.83,32,19996.49048,-0.24,-0.45,-41.02
303,28.16,22.87,32,19999.27521,-0.27,-0.52,-41.04
304,28.15,22.88,32,20003.94821,-0.28,-0.54,-41.02
305,28.19,22.79,32,19998.76022,-0.24,-0.49,-41.05
306,28.14,22.81,32,19994.65942,-0.29,-0.51,-41.03
307,28.16,22.81,32,20004.4632,-0.33,-0.5,-41.04
308,28.1,22.84,32,20002.04086,-0.28,-0.52,-41.03
309,28.11,22.82,32,19995.6131,-0.32,-0.57,-41.02
310,28.1,22.82,32,20001.54495,-0.26,-0.51,-41.04
311,28.16,22.83,32,20003.41415,-0.29,-0.47,-41.26
312,28.2,22.87,32,19997.52045,-0.29,-0.5,-41.25
313,28.13,22.83,32,19995.05997,-0.28,-0.55,-41.27
314,28.18,22.83,32,20004.40598,-0.25,-0.52,-41.24
315,28.21,22.83,32,20001.75476,-0.25,-0.44,-41.21
316,28.1,22.79,32,19995.93735,-0.32,-0.52,-41.25
317,28.19,22.85,32,20000.76294,-0.23,-0.46,-41.26
318,28.15,22.8,32,20003.60489,-0.22,-0.45,-41.29
319,28.1,22.84,32,19997.86377,-0.31,-0.52,-41.31
320,28.12,22.8,32,19996.14716,-0.33,-0.5,-41.35
321,28.17,22.87,32,20004.25339,-0.35,-0.61,-41.39
322,28.17,22.8,32,20001.18256,-0.34,-0.6,-41.4
323,28.11,22.83,32,19995.327,-0.34,-0.55,-41.46
324,28.17,22.82,32,20002.32697,-0.31,-0.51,-41.56
325,28.16,22.81,32,20002.97546,-0.34,-0.61,-41.76
326,28.14,22.8,32,19997.95914,-0.34,-0.62,-41.89
327,28.16,22.83,32,19996.35696,-0.26,-0.47,-41.93
328,28.22,22.84,32,20004.17709,-0.32,-0.53,-42.07
329,28.13,22.83,32,20000.80109,-0.32,-0.54,-42.15
330,28.15,22.75,32,19995.68939,-0.24,-0.46,-42.37
331,28.19,22.81,32,20000.30518,-0.28,-0.53,-41.95
332,28.11,22.83,32,20004.00543,-0.34,-0.56,-41.97
333,28.15,22.85,32,20000.19073,-0.34,-0.51,-41.99
334,28.13,22.85,32,19995.36514,-0.29,-0.52,-41.98
335,28.17,22.78,32,20002.44141,-0.29,-0.47,-41.95
336,28.16,22.8,32,20003.24249,-0.34,-0.53,-41.98
337,28.24,22.82,32,19997.86377,-0.28,-0.49,-41.98
338,28.2,22.8,32,19994.6022,-0.32,-0.57,-41.99
339,28.22,22.84,32,20003.37601,-0.25,-0.52,-42.06
340,28.17,22.82,32,20003.49045,-0.34,-0.55,-42.15
341,28.19,22.84,32,19998.76022,-0.32,-0.5,-42.28
342,28.25,22.81,32,19994.64035,-0.32,-0.5,-42.37
343,28.14,22.8,32,20003.03268,-0.26,-0.46,-42.46
344,28.17,22.8,32,20003.35693,-0.28,-0.49,-42.62
345,28.17,22.8,32,19997.8447,-0.38,-0.53,-42.71
346,28.19,22.81,32,19994.62128,-0.32,-0.54,-42.79
347,28.21,22.82,32,20003.64304,-0.26,-0.43,-42.81
348,28.17,22.83,32,20003.22342,-0.34,-0.5,-42.89
349,28.19,22.81,32,19997.69211,-0.31,-0.55,-43.2
350,28.17,22.84,32,19994.73572,-0.3,-0.44,-42.78
351,28.17,22.84,32,20003.79562,-0.3,-0.45,-42.77
352,28.22,22.82,32,20003.58582,-0.33,-0.51,-42.74
353,28.25,22.88,32,19998.43597,-0.36,-0.52,-42.78
354,28.26,22.8,32,19995.04089,-0.25,-0.42,-42.77
355,28.19,22.8,32,20002.95639,-0.3,-0.42,-42.75
356,28.16,22.81,32,20003.68118,-0.35,-0.52,-42.78
357,28.19,22.81,32,19998.97003,-0.3,-0.45,-42.73
358,28.19,22.84,32,19995.19348,-0.36,-0.48,-43.02
359,28.2,22.86,32,20000.49591,-0.34,-0.48,-43.19
360,28.2,22.87,32,20004.1008,-0.33,-0.49,-43.23
361,28.26,22.83,32,19999.6376,-0.33,-0.45,-43.24
362,28.24,22.82,32,19995.15533,-0.34,-0.46,-43.25
363,28.24,22.83,32,20003.60489,-0.33,-0.52,-43.27
364,28.22,22.8,32,20003.24249,-0.33,-0.46,-43.26
365,28.24,22.82,32,19997.86377,-0.36,-0.51,-43.28
366,28.22,22.81,32,19995.63217,-0.37,-0.42,-43.3
367,28.21,22.9,32,20004.36783,-0.37,-0.5,-43.27
368,28.22,22.85,32,20001.98364,-0.35,-0.34,-43.57
369,28.19,22.83,32,19996.14716,-0.36,-0.49,-43.45
370,28.21,22.83,32,19997.00546,-0.34,-0.42,-43.48
371,28.22,22.79,32,20004.63486,-0.29,-0.46,-43.5
372,28.24,22.89,32,20001.2207,-0.33,-0.46,-43.54
373,28.3,22.8,32,19996.2616,-0.36,-0.47,-43.54
374,28.25,22.83,32,19997.34879,-0.34,-0.44,-43.54
375,28.27,22.8,32,20004.13895,-0.34,-0.38,-43.56
376,28.28,22.8,32,20001.77383,-0.29,-0.31,-43.56
377,28.28,22.8,32,19996.37604,-0.31,-0.35,-43.51
378,28.21,22.8,32,19998.56949,-0.28,-0.36,-43.72
379,28.21,22.91,32,20003.89099,-0.33,-0.4,-43.82
380,28.23,22.83,32,20000.51498,-0.32,-0.36,-43.81
381,28.26,22.82,32,19996.01364,-0.3,-0.32,-43.83
382,28.3,22.73,32,20000.91553,-0.28,-0.36,-43.85
383,28.22,22.82,32,20003.10898,-0.29,-0.42,-43.81
384,28.23,22.82,32,19998.66486,-0.29,-0.34,-43.8
385,28.25,22.86,32,19995.30792,-0.26,-0.33,-43.81
386,28.22,22.81,32,20003.41415,-0.28,-0.36,-43.81
387,28.26,22.83,32,20002.53677,-0.29,-0.28,-43.71
388,28.27,22.81,33,19997.4823,-0.33,-0.4,-43.75
389,28.25,22.83,32,19996.8338,-0.27,-0.3,-43.74
390,28.24,22.78,32,20004.42505,-0.31,-0.39,-43.77
391,28.25,22.81,32,20001.65939,-0.28,-0.28,-43.7
392,28.27,22.8,32,19996.41418,-0.25,-0.33,-43.75
393,28.23,22.81,32,20000.01907,-0.29,-0.34,-43.76
394,28.29,22.81,32,20003.96729,-0.31,-0.37,-43.74
395,28.23,22.84,32,19999.88556,-0.27,-0.31,-43.77
396,28.28,22.82,32,19995.2507,-0.33,-0.35,-43.76
397,28.31,22.84,32,20001.54495,-0.29,-0.29,-44.25
398,28.23,22.83,32,20003.52859,-0.29,-0.36,-44.28
399,28.25,22.83,32,19998.45505,-0.29,-0.37,-44.31
400,28.22,22.82,32,19994.88831,-0.29,-0.37,-44.26
401,28.28,22.82,32,20003.92914,-0.28,-0.33,-44.31
402,28.29,22.82,32,20002.19345,-0.32,-0.31,-44.29
403,28.25,22.85,32,19996.24252,-0.32,-0.35,-44.33
404,28.28,22.79,32,19998.4169,-0.25,-0.3,-44.34
405,28.25,22.83,32,20004.17709,-0.24,-0.34,-44.33
406,28.23,22.83,32,20001.297,-0.27,-0.33,-44.43
407,28.26,22.8,32,19995.26978,-0.29,-0.32,-44.4
408,28.23,22.85,32,20000.01907,-0.21,-0.29,-44.4
409,28.3,22.79,32,20004.00543,-0.23,-0.32,-44.43
410,28.26,22.8,32,19998.97003,-0.28,-0.37,-44.44
411,28.25,22.84,32,19995.13626,-0.33,-0.32,-44.46
412,28.26,22.88,32,20004.02451,-0.27,-0.28,-44.4
413,28.29,22.82,33,20003.22342,-0.37,-0.34,-44.41
414,28.26,22.84,32,19996.75751,-0.26,-0.28,-44.38
415,28.26,22.82,32,19995.42236,-0.33,-0.28,-44.44
416,28.26,22.79,32,20004.4632,-0.33,-0.36,-44.23
417,28.26,22.79,32,20001.44958,-0.27,-0.33,-44.33
418,28.23,22.84,32,19995.04089,-0.33,-0.34,-44.37
419,28.29,22.8,32,20001.81198,-0.34,-0.3,-44.44
420,28.22,22.77,32,20004.06265,-0.34,-0.28,-44.57
421,28.28,22.81,33,19998.26431,-0.3,-0.29,-44.59
422,28.24,22.84,33,19995.49866,-0.28,-0.26,-44.67
